year,season,month,site,treatment,plot_id,variable,variable_class,value,burn_year,elevation,latitude,longitude,course
2018,wet_season,March,WAY,B,1,cover,bare_ground,0.5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,cover,rock,0,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,cover,litter,9,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,4,cover,forbs,15,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,cover,graminoids,45,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,cover,shrub,0,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,cover,ferns,15,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,cover,bare_ground,4,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,cover,rock,0,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,cover,litter,15,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,cover,forbs,0,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,cover,graminoids,39,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,cover,shrub,0,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,cover,ferns,0,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,cover,bare_ground,0,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,cover,rock,0,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,cover,litter,15,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,PIL,C,3,cover,forbs,3,NA,3673.3,-13.15178,-71.640027,PFTC3
2018,wet_season,March,PIL,C,3,cover,graminoids,70,NA,3673.3,-13.15178,-71.640027,PFTC3
2018,wet_season,March,PIL,C,3,cover,shrub,6,NA,3673.3,-13.15178,-71.640027,PFTC3
2018,wet_season,March,PIL,C,3,cover,ferns,0,NA,3673.3,-13.15178,-71.640027,PFTC3
2018,wet_season,March,PIL,C,3,cover,bare_ground,0,NA,3673.3,-13.15178,-71.640027,PFTC3
2018,wet_season,March,PIL,C,3,cover,rock,0,NA,3673.3,-13.15178,-71.640027,PFTC3
2018,wet_season,March,PIL,C,3,cover,litter,35,NA,3673.3,-13.15178,-71.640027,PFTC3
2018,wet_season,March,PIL,C,1,cover,forbs,0.5,NA,3669.6,-13.151803,-71.639885,PFTC3
2018,wet_season,March,PIL,C,1,cover,graminoids,85,NA,3669.6,-13.151803,-71.639885,PFTC3
2018,wet_season,March,PIL,C,1,cover,shrub,1,NA,3669.6,-13.151803,-71.639885,PFTC3
2018,wet_season,March,PIL,C,1,cover,ferns,0.5,NA,3669.6,-13.151803,-71.639885,PFTC3
2018,wet_season,March,PIL,C,1,cover,bare_ground,0,NA,3669.6,-13.151803,-71.639885,PFTC3
2018,wet_season,March,PIL,C,1,cover,rock,0,NA,3669.6,-13.151803,-71.639885,PFTC3
2018,wet_season,March,PIL,C,1,cover,litter,25,NA,3669.6,-13.151803,-71.639885,PFTC3
2018,wet_season,March,PIL,BB,3,cover,forbs,0.5,2013,3665.4,-13.151819,-71.639813,PFTC3
2018,wet_season,March,PIL,BB,3,cover,graminoids,92,2013,3665.4,-13.151819,-71.639813,PFTC3
2018,wet_season,March,PIL,BB,3,cover,shrub,0.5,2013,3665.4,-13.151819,-71.639813,PFTC3
2018,wet_season,March,PIL,BB,3,cover,ferns,0.5,2013,3665.4,-13.151819,-71.639813,PFTC3
2018,wet_season,March,PIL,BB,3,cover,bare_ground,1,2013,3665.4,-13.151819,-71.639813,PFTC3
2018,wet_season,March,PIL,BB,3,cover,rock,0,2013,3665.4,-13.151819,-71.639813,PFTC3
2018,wet_season,March,PIL,BB,3,cover,litter,60,2013,3665.4,-13.151819,-71.639813,PFTC3
2018,wet_season,March,PIL,BB,2,cover,forbs,3,2013,3665.5,-13.151832,-71.639748,PFTC3
2018,wet_season,March,PIL,BB,2,cover,graminoids,70,2013,3665.5,-13.151832,-71.639748,PFTC3
2018,wet_season,March,PIL,BB,2,cover,shrub,3,2013,3665.5,-13.151832,-71.639748,PFTC3
2018,wet_season,March,PIL,BB,2,cover,ferns,0.5,2013,3665.5,-13.151832,-71.639748,PFTC3
2018,wet_season,March,PIL,BB,2,cover,bare_ground,5,2013,3665.5,-13.151832,-71.639748,PFTC3
2018,wet_season,March,PIL,BB,2,cover,rock,0,2013,3665.5,-13.151832,-71.639748,PFTC3
2018,wet_season,March,PIL,BB,2,cover,litter,20,2013,3665.5,-13.151832,-71.639748,PFTC3
2018,wet_season,March,PIL,B,3,cover,forbs,2,2007,3687,-13.151582,-71.640513,PFTC3
2018,wet_season,March,PIL,B,3,cover,graminoids,80,2007,3687,-13.151582,-71.640513,PFTC3
2018,wet_season,March,PIL,B,3,cover,shrub,0.5,2007,3687,-13.151582,-71.640513,PFTC3
2018,wet_season,March,PIL,B,3,cover,ferns,0.5,2007,3687,-13.151582,-71.640513,PFTC3
2018,wet_season,March,PIL,B,3,cover,bare_ground,0.5,2007,3687,-13.151582,-71.640513,PFTC3
2018,wet_season,March,PIL,B,3,cover,rock,0,2007,3687,-13.151582,-71.640513,PFTC3
2018,wet_season,March,PIL,B,3,cover,litter,60,2007,3687,-13.151582,-71.640513,PFTC3
2018,wet_season,March,PIL,B,5,cover,forbs,2,2007,3626.7,-13.151583,-71.64071,PFTC3
2018,wet_season,March,PIL,B,5,cover,graminoids,60,2007,3626.7,-13.151583,-71.64071,PFTC3
2018,wet_season,March,PIL,B,5,cover,shrub,2,2007,3626.7,-13.151583,-71.64071,PFTC3
2018,wet_season,March,PIL,B,5,cover,ferns,0,2007,3626.7,-13.151583,-71.64071,PFTC3
2018,wet_season,March,PIL,B,5,cover,bare_ground,4,2007,3626.7,-13.151583,-71.64071,PFTC3
2018,wet_season,March,PIL,B,5,cover,rock,0,2007,3626.7,-13.151583,-71.64071,PFTC3
2018,wet_season,March,PIL,B,5,cover,litter,30,2007,3626.7,-13.151583,-71.64071,PFTC3
2018,wet_season,March,PIL,B,1,cover,forbs,7,2007,3686.8,-13.151593,-71.640514,PFTC3
2018,wet_season,March,PIL,B,1,cover,graminoids,65,2007,3686.8,-13.151593,-71.640514,PFTC3
2018,wet_season,March,PIL,B,1,cover,shrub,0.5,2007,3686.8,-13.151593,-71.640514,PFTC3
2018,wet_season,March,PIL,B,1,cover,ferns,0,2007,3686.8,-13.151593,-71.640514,PFTC3
2018,wet_season,March,PIL,B,1,cover,bare_ground,1,2007,3686.8,-13.151593,-71.640514,PFTC3
2018,wet_season,March,PIL,B,1,cover,rock,0,2007,3686.8,-13.151593,-71.640514,PFTC3
2018,wet_season,March,PIL,B,1,cover,litter,60,2007,3686.8,-13.151593,-71.640514,PFTC3
2018,wet_season,March,PIL,C,5,cover,forbs,4,NA,3685.5,-13.15161,-71.640462,PFTC3
2018,wet_season,March,PIL,C,5,cover,graminoids,85,NA,3685.5,-13.15161,-71.640462,PFTC3
2018,wet_season,March,PIL,C,5,cover,shrub,1,NA,3685.5,-13.15161,-71.640462,PFTC3
2018,wet_season,March,PIL,C,5,cover,ferns,0.5,NA,3685.5,-13.15161,-71.640462,PFTC3
2018,wet_season,March,PIL,C,5,cover,bare_ground,0,NA,3685.5,-13.15161,-71.640462,PFTC3
2018,wet_season,March,PIL,C,5,cover,rock,0,NA,3685.5,-13.15161,-71.640462,PFTC3
2018,wet_season,March,PIL,C,5,cover,litter,45,NA,3685.5,-13.15161,-71.640462,PFTC3
2018,wet_season,March,TRE,C,4,cover,forbs,5,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,cover,graminoids,30,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,cover,shrub,0,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,cover,ferns,0,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,cover,bare_ground,1,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,cover,rock,0,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,cover,litter,30,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,2,cover,forbs,4,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,cover,graminoids,65,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,cover,shrub,1,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,cover,ferns,0,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,cover,bare_ground,2,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,cover,rock,0,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,cover,litter,40,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,ACJ,B,4,cover,forbs,2,2005,3447.3,-13.169483,-71.634032,PFTC3
2018,wet_season,March,ACJ,B,4,cover,graminoids,68,2005,3447.3,-13.169483,-71.634032,PFTC3
2018,wet_season,March,ACJ,B,4,cover,shrub,4,2005,3447.3,-13.169483,-71.634032,PFTC3
2018,wet_season,March,ACJ,B,4,cover,ferns,0,2005,3447.3,-13.169483,-71.634032,PFTC3
2018,wet_season,March,ACJ,B,4,cover,bare_ground,0.5,2005,3447.3,-13.169483,-71.634032,PFTC3
2018,wet_season,March,ACJ,B,4,cover,rock,0,2005,3447.3,-13.169483,-71.634032,PFTC3
2018,wet_season,March,ACJ,B,4,cover,litter,35,2005,3447.3,-13.169483,-71.634032,PFTC3
2018,wet_season,March,ACJ,B,1,cover,forbs,26,2005,3444.1,-13.169344,-71.634001,PFTC3
2018,wet_season,March,ACJ,B,1,cover,graminoids,45,2005,3444.1,-13.169344,-71.634001,PFTC3
2018,wet_season,March,ACJ,B,1,cover,shrub,3,2005,3444.1,-13.169344,-71.634001,PFTC3
2018,wet_season,March,ACJ,B,1,cover,ferns,0.5,2005,3444.1,-13.169344,-71.634001,PFTC3
2018,wet_season,March,ACJ,B,1,cover,bare_ground,1,2005,3444.1,-13.169344,-71.634001,PFTC3
2018,wet_season,March,ACJ,B,1,cover,rock,0,2005,3444.1,-13.169344,-71.634001,PFTC3
2018,wet_season,March,ACJ,B,1,cover,litter,15,2005,3444.1,-13.169344,-71.634001,PFTC3
2018,wet_season,March,ACJ,B,3,cover,forbs,2,2005,3446.3,-13.169447,-71.634022,PFTC3
2018,wet_season,March,ACJ,B,3,cover,graminoids,70,2005,3446.3,-13.169447,-71.634022,PFTC3
2018,wet_season,March,ACJ,B,3,cover,shrub,1,2005,3446.3,-13.169447,-71.634022,PFTC3
2018,wet_season,March,ACJ,B,3,cover,ferns,0.5,2005,3446.3,-13.169447,-71.634022,PFTC3
2018,wet_season,March,ACJ,B,3,cover,bare_ground,0,2005,3446.3,-13.169447,-71.634022,PFTC3
2018,wet_season,March,ACJ,B,3,cover,rock,0,2005,3446.3,-13.169447,-71.634022,PFTC3
2018,wet_season,March,ACJ,B,3,cover,litter,45,2005,3446.3,-13.169447,-71.634022,PFTC3
2018,wet_season,March,ACJ,B,5,cover,forbs,8,2005,3447.7,-13.169548,-71.63403,PFTC3
2018,wet_season,March,ACJ,B,5,cover,graminoids,45,2005,3447.7,-13.169548,-71.63403,PFTC3
2018,wet_season,March,ACJ,B,5,cover,shrub,12,2005,3447.7,-13.169548,-71.63403,PFTC3
2018,wet_season,March,ACJ,B,5,cover,ferns,1,2005,3447.7,-13.169548,-71.63403,PFTC3
2018,wet_season,March,ACJ,B,5,cover,bare_ground,0,2005,3447.7,-13.169548,-71.63403,PFTC3
2018,wet_season,March,ACJ,B,5,cover,rock,0,2005,3447.7,-13.169548,-71.63403,PFTC3
2018,wet_season,March,ACJ,B,5,cover,litter,30,2005,3447.7,-13.169548,-71.63403,PFTC3
2018,wet_season,March,WAY,C,1,cover,forbs,30,NA,3118,-13.180406,-71.589709,PFTC3
2018,wet_season,March,WAY,C,1,cover,graminoids,70,NA,3118,-13.180406,-71.589709,PFTC3
2018,wet_season,March,WAY,C,1,cover,shrub,1,NA,3118,-13.180406,-71.589709,PFTC3
2018,wet_season,March,WAY,C,1,cover,ferns,0,NA,3118,-13.180406,-71.589709,PFTC3
2018,wet_season,March,WAY,C,1,cover,bare_ground,0,NA,3118,-13.180406,-71.589709,PFTC3
2018,wet_season,March,WAY,C,1,cover,rock,0,NA,3118,-13.180406,-71.589709,PFTC3
2018,wet_season,March,WAY,C,1,cover,litter,5,NA,3118,-13.180406,-71.589709,PFTC3
2018,wet_season,March,WAY,C,2,cover,forbs,20,NA,3120.3,-13.18043,-71.589752,PFTC3
2018,wet_season,March,WAY,C,2,cover,graminoids,85,NA,3120.3,-13.18043,-71.589752,PFTC3
2018,wet_season,March,WAY,C,2,cover,shrub,0,NA,3120.3,-13.18043,-71.589752,PFTC3
2018,wet_season,March,WAY,C,2,cover,ferns,0.5,NA,3120.3,-13.18043,-71.589752,PFTC3
2018,wet_season,March,WAY,C,2,cover,bare_ground,0.5,NA,3120.3,-13.18043,-71.589752,PFTC3
2018,wet_season,March,WAY,C,2,cover,rock,0,NA,3120.3,-13.18043,-71.589752,PFTC3
2018,wet_season,March,WAY,C,2,cover,litter,3,NA,3120.3,-13.18043,-71.589752,PFTC3
2018,wet_season,March,WAY,C,3,cover,forbs,20,NA,3121,-13.180457,-71.589806,PFTC3
2018,wet_season,March,WAY,C,3,cover,graminoids,86,NA,3121,-13.180457,-71.589806,PFTC3
2018,wet_season,March,WAY,C,3,cover,shrub,0,NA,3121,-13.180457,-71.589806,PFTC3
2018,wet_season,March,WAY,C,3,cover,ferns,0.5,NA,3121,-13.180457,-71.589806,PFTC3
2018,wet_season,March,WAY,C,3,cover,bare_ground,0.5,NA,3121,-13.180457,-71.589806,PFTC3
2018,wet_season,March,WAY,C,3,cover,rock,0,NA,3121,-13.180457,-71.589806,PFTC3
2018,wet_season,March,WAY,C,3,cover,litter,3,NA,3121,-13.180457,-71.589806,PFTC3
2018,wet_season,March,WAY,C,5,cover,forbs,11,NA,3125,-13.18058,-71.589928,PFTC3
2018,wet_season,March,WAY,C,5,cover,graminoids,80,NA,3125,-13.18058,-71.589928,PFTC3
2018,wet_season,March,WAY,C,5,cover,shrub,0,NA,3125,-13.18058,-71.589928,PFTC3
2018,wet_season,March,WAY,C,5,cover,ferns,0,NA,3125,-13.18058,-71.589928,PFTC3
2018,wet_season,March,WAY,C,5,cover,bare_ground,0,NA,3125,-13.18058,-71.589928,PFTC3
2018,wet_season,March,WAY,C,5,cover,rock,0,NA,3125,-13.18058,-71.589928,PFTC3
2018,wet_season,March,WAY,C,5,cover,litter,30,NA,3125,-13.18058,-71.589928,PFTC3
2018,wet_season,March,WAY,B,2,cover,forbs,13,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,cover,graminoids,87,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,cover,shrub,0,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,cover,ferns,0.5,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,cover,bare_ground,1,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,cover,rock,0,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,cover,litter,40,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,PIL,BB,1,cover,forbs,3,2013,3694.3,-13.151323,-71.640354,PFTC3
2018,wet_season,March,PIL,BB,1,cover,graminoids,3,2013,3694.3,-13.151323,-71.640354,PFTC3
2018,wet_season,March,PIL,BB,1,cover,shrub,2,2013,3694.3,-13.151323,-71.640354,PFTC3
2018,wet_season,March,PIL,BB,1,cover,ferns,0,2013,3694.3,-13.151323,-71.640354,PFTC3
2018,wet_season,March,PIL,BB,1,cover,bare_ground,1,2013,3694.3,-13.151323,-71.640354,PFTC3
2018,wet_season,March,PIL,BB,1,cover,rock,0,2013,3694.3,-13.151323,-71.640354,PFTC3
2018,wet_season,March,PIL,BB,1,cover,litter,6,2013,3694.3,-13.151323,-71.640354,PFTC3
2018,wet_season,March,PIL,C,2,cover,forbs,6,NA,3671.2,-13.151791,-71.639945,PFTC3
2018,wet_season,March,PIL,C,2,cover,graminoids,71,NA,3671.2,-13.151791,-71.639945,PFTC3
2018,wet_season,March,PIL,C,2,cover,shrub,2,NA,3671.2,-13.151791,-71.639945,PFTC3
2018,wet_season,March,PIL,C,2,cover,ferns,1,NA,3671.2,-13.151791,-71.639945,PFTC3
2018,wet_season,March,PIL,C,2,cover,bare_ground,0,NA,3671.2,-13.151791,-71.639945,PFTC3
2018,wet_season,March,PIL,C,2,cover,rock,0,NA,3671.2,-13.151791,-71.639945,PFTC3
2018,wet_season,March,PIL,C,2,cover,litter,15,NA,3671.2,-13.151791,-71.639945,PFTC3
2018,wet_season,March,PIL,C,4,cover,forbs,4,NA,3683.5,-13.151633,-71.640395,PFTC3
2018,wet_season,March,PIL,C,4,cover,graminoids,50,NA,3683.5,-13.151633,-71.640395,PFTC3
2018,wet_season,March,PIL,C,4,cover,shrub,6,NA,3683.5,-13.151633,-71.640395,PFTC3
2018,wet_season,March,PIL,C,4,cover,ferns,3,NA,3683.5,-13.151633,-71.640395,PFTC3
2018,wet_season,March,PIL,C,4,cover,bare_ground,0,NA,3683.5,-13.151633,-71.640395,PFTC3
2018,wet_season,March,PIL,C,4,cover,rock,0,NA,3683.5,-13.151633,-71.640395,PFTC3
2018,wet_season,March,PIL,C,4,cover,litter,15,NA,3683.5,-13.151633,-71.640395,PFTC3
2018,wet_season,March,PIL,B,2,cover,forbs,1,2007,3686.9,-13.151584,-71.640511,PFTC3
2018,wet_season,March,PIL,B,2,cover,graminoids,57,2007,3686.9,-13.151584,-71.640511,PFTC3
2018,wet_season,March,PIL,B,2,cover,shrub,0,2007,3686.9,-13.151584,-71.640511,PFTC3
2018,wet_season,March,PIL,B,2,cover,ferns,0,2007,3686.9,-13.151584,-71.640511,PFTC3
2018,wet_season,March,PIL,B,2,cover,bare_ground,0,2007,3686.9,-13.151584,-71.640511,PFTC3
2018,wet_season,March,PIL,B,2,cover,rock,0,2007,3686.9,-13.151584,-71.640511,PFTC3
2018,wet_season,March,PIL,B,2,cover,litter,20,2007,3686.9,-13.151584,-71.640511,PFTC3
2018,wet_season,March,PIL,B,4,cover,forbs,3,2007,3687.4,-13.151576,-71.640552,PFTC3
2018,wet_season,March,PIL,B,4,cover,graminoids,50,2007,3687.4,-13.151576,-71.640552,PFTC3
2018,wet_season,March,PIL,B,4,cover,shrub,2,2007,3687.4,-13.151576,-71.640552,PFTC3
2018,wet_season,March,PIL,B,4,cover,ferns,3,2007,3687.4,-13.151576,-71.640552,PFTC3
2018,wet_season,March,PIL,B,4,cover,bare_ground,1,2007,3687.4,-13.151576,-71.640552,PFTC3
2018,wet_season,March,PIL,B,4,cover,rock,0,2007,3687.4,-13.151576,-71.640552,PFTC3
2018,wet_season,March,PIL,B,4,cover,litter,40,2007,3687.4,-13.151576,-71.640552,PFTC3
2018,wet_season,March,ACJ,C,5,cover,forbs,10,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,C,5,cover,graminoids,60,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,C,5,cover,shrub,4,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,C,5,cover,ferns,1,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,C,5,cover,bare_ground,0,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,C,5,cover,rock,0,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,C,5,cover,litter,12,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,B,2,cover,forbs,5,2005,3444.2,-13.169347,-71.634004,PFTC3
2018,wet_season,March,ACJ,B,2,cover,graminoids,70,2005,3444.2,-13.169347,-71.634004,PFTC3
2018,wet_season,March,ACJ,B,2,cover,shrub,13,2005,3444.2,-13.169347,-71.634004,PFTC3
2018,wet_season,March,ACJ,B,2,cover,ferns,1,2005,3444.2,-13.169347,-71.634004,PFTC3
2018,wet_season,March,ACJ,B,2,cover,bare_ground,0,2005,3444.2,-13.169347,-71.634004,PFTC3
2018,wet_season,March,ACJ,B,2,cover,rock,0,2005,3444.2,-13.169347,-71.634004,PFTC3
2018,wet_season,March,ACJ,B,2,cover,litter,40,2005,3444.2,-13.169347,-71.634004,PFTC3
2018,wet_season,March,ACJ,C,4,cover,forbs,3,NA,3490,-13.176195,-71.628844,PFTC3
2018,wet_season,March,ACJ,C,4,cover,graminoids,32,NA,3490,-13.176195,-71.628844,PFTC3
2018,wet_season,March,ACJ,C,4,cover,shrub,9,NA,3490,-13.176195,-71.628844,PFTC3
2018,wet_season,March,ACJ,C,4,cover,ferns,1,NA,3490,-13.176195,-71.628844,PFTC3
2018,wet_season,March,ACJ,C,4,cover,bare_ground,0,NA,3490,-13.176195,-71.628844,PFTC3
2018,wet_season,March,ACJ,C,4,cover,rock,0,NA,3490,-13.176195,-71.628844,PFTC3
2018,wet_season,March,ACJ,C,4,cover,litter,20,NA,3490,-13.176195,-71.628844,PFTC3
2018,wet_season,March,ACJ,C,2,cover,forbs,4,NA,3487.7,-13.1761,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,2,cover,graminoids,82,NA,3487.7,-13.1761,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,2,cover,shrub,3,NA,3487.7,-13.1761,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,2,cover,ferns,1,NA,3487.7,-13.1761,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,2,cover,bare_ground,2,NA,3487.7,-13.1761,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,2,cover,rock,0,NA,3487.7,-13.1761,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,2,cover,litter,50,NA,3487.7,-13.1761,-71.628834,PFTC3
2018,wet_season,March,QUE,B,2,cover,forbs,13,2005,3884.3,-13.213841,-71.619348,PFTC3
2018,wet_season,March,QUE,B,2,cover,graminoids,70,2005,3884.3,-13.213841,-71.619348,PFTC3
2018,wet_season,March,QUE,B,2,cover,shrub,2,2005,3884.3,-13.213841,-71.619348,PFTC3
2018,wet_season,March,QUE,B,2,cover,ferns,0,2005,3884.3,-13.213841,-71.619348,PFTC3
2018,wet_season,March,QUE,B,2,cover,bare_ground,0,2005,3884.3,-13.213841,-71.619348,PFTC3
2018,wet_season,March,QUE,B,2,cover,rock,0,2005,3884.3,-13.213841,-71.619348,PFTC3
2018,wet_season,March,QUE,B,2,cover,litter,15,2005,3884.3,-13.213841,-71.619348,PFTC3
2018,wet_season,March,QUE,B,4,cover,forbs,12,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,cover,graminoids,45,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,cover,shrub,5,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,cover,ferns,0,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,cover,bare_ground,1,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,cover,rock,0,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,cover,litter,5,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,ACJ,C,3,cover,forbs,9,NA,3489,-13.176134,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,3,cover,graminoids,65,NA,3489,-13.176134,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,3,cover,shrub,5,NA,3489,-13.176134,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,3,cover,ferns,3,NA,3489,-13.176134,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,3,cover,bare_ground,0,NA,3489,-13.176134,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,3,cover,rock,0,NA,3489,-13.176134,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,3,cover,litter,50,NA,3489,-13.176134,-71.628834,PFTC3
2018,wet_season,March,ACJ,C,5,cover,forbs,6,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,C,5,cover,graminoids,50,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,C,5,cover,shrub,7,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,C,5,cover,ferns,2,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,C,5,cover,bare_ground,0.5,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,C,5,cover,rock,0,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,ACJ,C,5,cover,litter,40,NA,3492.4,-13.176252,-71.628819,PFTC3
2018,wet_season,March,TRE,C,5,cover,forbs,3,NA,3714.6,-13.119707,-71.62093,PFTC3
