id,date,project,aspect,site_id,elevation_m_asl,plot_id,plant_id,species,traits,value,unit,problem_flag
EZO1598,2023-12-03,T,west,1,2000,2,1,Anthospermum hispidulum,leaf_thickness,0.09533333333333334,mm,NA
EZO1598,2023-12-03,T,west,1,2000,2,1,Anthospermum hispidulum,sla,210.00000000000003,cm2 g-1,NA
EZO1598,2023-12-03,T,west,1,2000,2,1,Anthospermum hispidulum,ldmc,0.25,g g-1,NA
DLC0282,2023-12-05,T,west,1,2000,4,1,Anthospermum hispidulum,veg_height,5.4,cm,NA
DLC0282,2023-12-05,T,west,1,2000,4,1,Anthospermum hispidulum,rep_height,4.9,cm,NA
DLC0282,2023-12-05,T,west,1,2000,4,1,Anthospermum hispidulum,wet_mass,0.0028666666666666667,g,NA
DLC0282,2023-12-05,T,west,1,2000,4,1,Anthospermum hispidulum,dry_mass,7.333333333333333e-4,g,NA
DLC0282,2023-12-05,T,west,1,2000,4,1,Anthospermum hispidulum,leaf_area,0.08833333333333333,cm2,NA
DLC0282,2023-12-05,T,west,1,2000,4,1,Anthospermum hispidulum,leaf_thickness,0.2753333333333333,mm,NA
DLC0282,2023-12-05,T,west,1,2000,4,1,Anthospermum hispidulum,sla,120.45454545454545,cm2 g-1,NA
DLC0282,2023-12-05,T,west,1,2000,4,1,Anthospermum hispidulum,ldmc,0.2558139534883721,g g-1,NA
ETD1452,2023-12-05,T,west,1,2000,5,3,Anthospermum hispidulum,veg_height,6,cm,NA
ETD1452,2023-12-05,T,west,1,2000,5,3,Anthospermum hispidulum,rep_height,4,cm,NA
ETD1452,2023-12-05,T,west,1,2000,5,3,Anthospermum hispidulum,wet_mass,0.00125,g,NA
ETD1452,2023-12-05,T,west,1,2000,5,3,Anthospermum hispidulum,dry_mass,2.5714285714285715e-4,g,NA
ETD1452,2023-12-05,T,west,1,2000,5,3,Anthospermum hispidulum,leaf_area,0.05875,cm2,NA
ETD1452,2023-12-05,T,west,1,2000,5,3,Anthospermum hispidulum,leaf_thickness,0.19566666666666666,mm,NA
ETD1452,2023-12-05,T,west,1,2000,5,3,Anthospermum hispidulum,sla,228.4722222222222,cm2 g-1,NA
ETD1452,2023-12-05,T,west,1,2000,5,3,Anthospermum hispidulum,ldmc,0.2057142857142857,g g-1,NA
DLP2504,2023-12-05,T,west,1,2000,1,1,Anthospermum hispidulum,veg_height,5.5,cm,NA
DLP2504,2023-12-05,T,west,1,2000,1,1,Anthospermum hispidulum,wet_mass,0.00229,g,NA
DLP2504,2023-12-05,T,west,1,2000,1,1,Anthospermum hispidulum,dry_mass,5.499999999999999e-4,g,NA
DLP2504,2023-12-05,T,west,1,2000,1,1,Anthospermum hispidulum,leaf_area,0.0892,cm2,NA
DLP2504,2023-12-05,T,west,1,2000,1,1,Anthospermum hispidulum,leaf_thickness,0.23,mm,NA
DLP2504,2023-12-05,T,west,1,2000,1,1,Anthospermum hispidulum,sla,162.18181818181822,cm2 g-1,NA
DLP2504,2023-12-05,T,west,1,2000,1,1,Anthospermum hispidulum,ldmc,0.24017467248908295,g g-1,NA
EVJ6623,2023-12-05,T,west,1,2000,3,2,Anthospermum hispidulum,veg_height,4.6,cm,NA
EVJ6623,2023-12-05,T,west,1,2000,3,2,Anthospermum hispidulum,wet_mass,0.0031600000000000005,g,NA
EVJ6623,2023-12-05,T,west,1,2000,3,2,Anthospermum hispidulum,dry_mass,7.8e-4,g,NA
EVJ6623,2023-12-05,T,west,1,2000,3,2,Anthospermum hispidulum,leaf_area,0.12589999999999998,cm2,NA
EVJ6623,2023-12-05,T,west,1,2000,3,2,Anthospermum hispidulum,leaf_thickness,0.31333333333333335,mm,NA
EVJ6623,2023-12-05,T,west,1,2000,3,2,Anthospermum hispidulum,sla,161.41025641025638,cm2 g-1,NA
EVJ6623,2023-12-05,T,west,1,2000,3,2,Anthospermum hispidulum,ldmc,0.24683544303797464,g g-1,NA
EYG0272,2023-12-03,T,west,1,2000,2,1,Anthospermum streyi,veg_height,5.5,cm,NA
EYG0272,2023-12-03,T,west,1,2000,2,1,Anthospermum streyi,wet_mass,7.1e-4,g,NA
EYG0272,2023-12-03,T,west,1,2000,2,1,Anthospermum streyi,dry_mass,2e-4,g,NA
EYG0272,2023-12-03,T,west,1,2000,2,1,Anthospermum streyi,leaf_area,0.0431,cm2,NA
EYG0272,2023-12-03,T,west,1,2000,2,1,Anthospermum streyi,leaf_thickness,0.18633333333333335,mm,NA
EYG0272,2023-12-03,T,west,1,2000,2,1,Anthospermum streyi,sla,215.5,cm2 g-1,NA
EYG0272,2023-12-03,T,west,1,2000,2,1,Anthospermum streyi,ldmc,0.28169014084507044,g g-1,NA
EVD3891,2023-12-05,T,west,1,2000,4,1,Aristea woodii,veg_height,5,cm,NA
EVD3891,2023-12-05,T,west,1,2000,4,1,Aristea woodii,wet_mass,0.025866666666666666,g,NA
EVD3891,2023-12-05,T,west,1,2000,4,1,Aristea woodii,dry_mass,0.007966666666666667,g,NA
EVD3891,2023-12-05,T,west,1,2000,4,1,Aristea woodii,leaf_area,0.9146666666666667,cm2,NA
EVD3891,2023-12-05,T,west,1,2000,4,1,Aristea woodii,leaf_thickness,0.33566666666666667,mm,NA
EVD3891,2023-12-05,T,west,1,2000,4,1,Aristea woodii,sla,114.81171548117155,cm2 g-1,NA
EVD3891,2023-12-05,T,west,1,2000,4,1,Aristea woodii,ldmc,0.3079896907216495,g g-1,NA
EMK4384,2023-12-05,T,east,1,2000,3,2,Aristea woodii,veg_height,8.5,cm,NA
EMK4384,2023-12-05,T,east,1,2000,3,2,Aristea woodii,wet_mass,0.05215,g,NA
EMK4384,2023-12-05,T,east,1,2000,3,2,Aristea woodii,dry_mass,0.01875,g,NA
EMK4384,2023-12-05,T,east,1,2000,3,2,Aristea woodii,leaf_area,1.6495,cm2,NA
EMK4384,2023-12-05,T,east,1,2000,3,2,Aristea woodii,leaf_thickness,0.3733333333333333,mm,NA
EMK4384,2023-12-05,T,east,1,2000,3,2,Aristea woodii,sla,87.97333333333333,cm2 g-1,NA
EMK4384,2023-12-05,T,east,1,2000,3,2,Aristea woodii,ldmc,0.3595397890699904,g g-1,NA
EUP3934,2023-12-05,T,west,1,2000,3,1,Aristea woodii,veg_height,7.3,cm,NA
EUP3934,2023-12-05,T,west,1,2000,3,1,Aristea woodii,wet_mass,0.047,g,NA
EUP3934,2023-12-05,T,west,1,2000,3,1,Aristea woodii,dry_mass,0.0162,g,NA
EUP3934,2023-12-05,T,west,1,2000,3,1,Aristea woodii,leaf_area,1.568,cm2,NA
EUP3934,2023-12-05,T,west,1,2000,3,1,Aristea woodii,leaf_thickness,0.3466666666666667,mm,NA
EUP3934,2023-12-05,T,west,1,2000,3,1,Aristea woodii,sla,96.79012345679013,cm2 g-1,NA
EUP3934,2023-12-05,T,west,1,2000,3,1,Aristea woodii,ldmc,0.3446808510638298,g g-1,NA
ETG6420,2023-12-05,T,east,1,2000,5,1,Aristea woodii,veg_height,7,cm,NA
ETG6420,2023-12-05,T,east,1,2000,5,1,Aristea woodii,rep_height,8.5,cm,NA
ETG6420,2023-12-05,T,east,1,2000,5,1,Aristea woodii,wet_mass,0.04035,g,NA
ETG6420,2023-12-05,T,east,1,2000,5,1,Aristea woodii,dry_mass,0.01245,g,NA
ETG6420,2023-12-05,T,east,1,2000,5,1,Aristea woodii,leaf_area,1.2355,cm2,NA
ETG6420,2023-12-05,T,east,1,2000,5,1,Aristea woodii,leaf_thickness,0.42733333333333334,mm,NA
ETG6420,2023-12-05,T,east,1,2000,5,1,Aristea woodii,sla,99.23694779116467,cm2 g-1,NA
ETG6420,2023-12-05,T,east,1,2000,5,1,Aristea woodii,ldmc,0.30855018587360594,g g-1,NA
DHI2464,2023-12-06,T,east,2,2200,3,1,Aristea woodii,veg_height,7,cm,NA
DHI2464,2023-12-06,T,east,2,2200,3,1,Aristea woodii,rep_height,19,cm,NA
DHI2464,2023-12-06,T,east,2,2200,3,1,Aristea woodii,wet_mass,0.2215,g,NA
DHI2464,2023-12-06,T,east,2,2200,3,1,Aristea woodii,dry_mass,0.0493,g,NA
DHI2464,2023-12-06,T,east,2,2200,3,1,Aristea woodii,leaf_area,4.796,cm2,NA
DHI2464,2023-12-06,T,east,2,2200,3,1,Aristea woodii,leaf_thickness,0.554,mm,NA
DHI2464,2023-12-06,T,east,2,2200,3,1,Aristea woodii,sla,97.2819472616633,cm2 g-1,NA
DHI2464,2023-12-06,T,east,2,2200,3,1,Aristea woodii,ldmc,0.22257336343115122,g g-1,NA
ETZ9040,2023-12-03,T,west,1,2000,2,2,Bulbostylis oritrephes,veg_height,10.4,cm,NA
ETZ9040,2023-12-03,T,west,1,2000,2,2,Bulbostylis oritrephes,rep_height,8.1,cm,NA
ETZ9040,2023-12-03,T,west,1,2000,2,2,Bulbostylis oritrephes,wet_mass,0.025575,g,NA
ETZ9040,2023-12-03,T,west,1,2000,2,2,Bulbostylis oritrephes,dry_mass,0.00935,g,NA
ETZ9040,2023-12-03,T,west,1,2000,2,2,Bulbostylis oritrephes,leaf_area,0.46875,cm2,NA
ETZ9040,2023-12-03,T,west,1,2000,2,2,Bulbostylis oritrephes,leaf_thickness,0.46266666666666667,mm,NA
ETZ9040,2023-12-03,T,west,1,2000,2,2,Bulbostylis oritrephes,sla,50.13368983957219,cm2 g-1,NA
ETZ9040,2023-12-03,T,west,1,2000,2,2,Bulbostylis oritrephes,ldmc,0.3655913978494624,g g-1,NA
EXY5824,2023-12-03,T,west,1,2000,2,3,Bulbostylis oritrephes,veg_height,12.6,cm,NA
EXY5824,2023-12-03,T,west,1,2000,2,3,Bulbostylis oritrephes,rep_height,8.4,cm,NA
EXY5824,2023-12-03,T,west,1,2000,2,3,Bulbostylis oritrephes,wet_mass,0.021666666666666667,g,NA
EXY5824,2023-12-03,T,west,1,2000,2,3,Bulbostylis oritrephes,dry_mass,0.007899999999999999,g,NA
EXY5824,2023-12-03,T,west,1,2000,2,3,Bulbostylis oritrephes,leaf_area,0.726,cm2,NA
EXY5824,2023-12-03,T,west,1,2000,2,3,Bulbostylis oritrephes,leaf_thickness,0.4483333333333333,mm,NA
EXY5824,2023-12-03,T,west,1,2000,2,3,Bulbostylis oritrephes,sla,91.8987341772152,cm2 g-1,NA
EXY5824,2023-12-03,T,west,1,2000,2,3,Bulbostylis oritrephes,ldmc,0.36461538461538456,g g-1,NA
EYA1798,2023-12-03,T,west,1,2000,2,1,Bulbostylis oritrephes,veg_height,9.9,cm,NA
EYA1798,2023-12-03,T,west,1,2000,2,1,Bulbostylis oritrephes,rep_height,10.2,cm,NA
EYA1798,2023-12-03,T,west,1,2000,2,1,Bulbostylis oritrephes,wet_mass,0.018166666666666668,g,NA
EYA1798,2023-12-03,T,west,1,2000,2,1,Bulbostylis oritrephes,dry_mass,0.007200000000000001,g,NA
EYA1798,2023-12-03,T,west,1,2000,2,1,Bulbostylis oritrephes,leaf_area,0.42733333333333334,cm2,NA
EYA1798,2023-12-03,T,west,1,2000,2,1,Bulbostylis oritrephes,leaf_thickness,0.34933333333333333,mm,NA
EYA1798,2023-12-03,T,west,1,2000,2,1,Bulbostylis oritrephes,sla,59.35185185185185,cm2 g-1,NA
EYA1798,2023-12-03,T,west,1,2000,2,1,Bulbostylis oritrephes,ldmc,0.3963302752293578,g g-1,NA
EAF7860,2023-12-05,T,west,1,2000,5,3,Bulbostylis oritrephes,veg_height,8.8,cm,NA
EAF7860,2023-12-05,T,west,1,2000,5,3,Bulbostylis oritrephes,rep_height,9,cm,NA
EAF7860,2023-12-05,T,west,1,2000,5,3,Bulbostylis oritrephes,wet_mass,0.01656,g,NA
EAF7860,2023-12-05,T,west,1,2000,5,3,Bulbostylis oritrephes,dry_mass,0.00574,g,NA
EAF7860,2023-12-05,T,west,1,2000,5,3,Bulbostylis oritrephes,leaf_area,0.6136,cm2,NA
EAF7860,2023-12-05,T,west,1,2000,5,3,Bulbostylis oritrephes,leaf_thickness,0.364,mm,NA
EAF7860,2023-12-05,T,west,1,2000,5,3,Bulbostylis oritrephes,sla,106.89895470383276,cm2 g-1,NA
EAF7860,2023-12-05,T,west,1,2000,5,3,Bulbostylis oritrephes,ldmc,0.34661835748792275,g g-1,NA
EVE1053,2023-12-05,T,west,1,2000,4,2,Bulbostylis oritrephes,veg_height,6,cm,NA
EVE1053,2023-12-05,T,west,1,2000,4,2,Bulbostylis oritrephes,wet_mass,0.0097,g,NA
EVE1053,2023-12-05,T,west,1,2000,4,2,Bulbostylis oritrephes,dry_mass,0.0038,g,NA
EVE1053,2023-12-05,T,west,1,2000,4,2,Bulbostylis oritrephes,leaf_area,0.333,cm2,NA
EVE1053,2023-12-05,T,west,1,2000,4,2,Bulbostylis oritrephes,leaf_thickness,0.331,mm,NA
EVE1053,2023-12-05,T,west,1,2000,4,2,Bulbostylis oritrephes,sla,87.63157894736842,cm2 g-1,NA
EVE1053,2023-12-05,T,west,1,2000,4,2,Bulbostylis oritrephes,ldmc,0.3917525773195876,g g-1,NA
EAY7756,2023-12-05,T,east,1,2000,2,3,Bulbostylis oritrephes,veg_height,17,cm,NA
EAY7756,2023-12-05,T,east,1,2000,2,3,Bulbostylis oritrephes,rep_height,3,cm,NA
EAY7756,2023-12-05,T,east,1,2000,2,3,Bulbostylis oritrephes,wet_mass,0.030622222222222224,g,NA
EAY7756,2023-12-05,T,east,1,2000,2,3,Bulbostylis oritrephes,dry_mass,0.012555555555555556,g,NA
EAY7756,2023-12-05,T,east,1,2000,2,3,Bulbostylis oritrephes,leaf_area,0.9063333333333333,cm2,NA
EAY7756,2023-12-05,T,east,1,2000,2,3,Bulbostylis oritrephes,leaf_thickness,0.42,mm,NA
EAY7756,2023-12-05,T,east,1,2000,2,3,Bulbostylis oritrephes,sla,72.1858407079646,cm2 g-1,NA
EAY7756,2023-12-05,T,east,1,2000,2,3,Bulbostylis oritrephes,ldmc,0.41001451378809867,g g-1,NA
EZN2533,2023-12-05,T,west,1,2000,3,2,Bulbostylis oritrephes,veg_height,13.5,cm,NA
EZN2533,2023-12-05,T,west,1,2000,3,2,Bulbostylis oritrephes,rep_height,14.1,cm,NA
EZN2533,2023-12-05,T,west,1,2000,3,2,Bulbostylis oritrephes,wet_mass,0.0019,g,NA
EZN2533,2023-12-05,T,west,1,2000,3,2,Bulbostylis oritrephes,dry_mass,0.001,g,NA
EZN2533,2023-12-05,T,west,1,2000,3,2,Bulbostylis oritrephes,leaf_area,0.14,cm2,NA
EZN2533,2023-12-05,T,west,1,2000,3,2,Bulbostylis oritrephes,leaf_thickness,0.2506666666666667,mm,NA
EZN2533,2023-12-05,T,west,1,2000,3,2,Bulbostylis oritrephes,sla,140,cm2 g-1,NA
EZN2533,2023-12-05,T,west,1,2000,3,2,Bulbostylis oritrephes,ldmc,0.5263157894736842,g g-1,NA
FAF7292,2023-12-05,T,west,1,2000,3,1,Bulbostylis oritrephes,veg_height,10.9,cm,NA
FAF7292,2023-12-05,T,west,1,2000,3,1,Bulbostylis oritrephes,rep_height,11.5,cm,NA
FAF7292,2023-12-05,T,west,1,2000,3,1,Bulbostylis oritrephes,wet_mass,0.0025,g,NA
FAF7292,2023-12-05,T,west,1,2000,3,1,Bulbostylis oritrephes,dry_mass,5e-4,g,NA
FAF7292,2023-12-05,T,west,1,2000,3,1,Bulbostylis oritrephes,leaf_area,0.091,cm2,NA
FAF7292,2023-12-05,T,west,1,2000,3,1,Bulbostylis oritrephes,leaf_thickness,0.28400000000000003,mm,NA
FAF7292,2023-12-05,T,west,1,2000,3,1,Bulbostylis oritrephes,sla,182,cm2 g-1,NA
FAF7292,2023-12-05,T,west,1,2000,3,1,Bulbostylis oritrephes,ldmc,0.2,g g-1,NA
FAT7789,2023-12-05,T,west,1,2000,1,1,Bulbostylis oritrephes,veg_height,14,cm,NA
FAT7789,2023-12-05,T,west,1,2000,1,1,Bulbostylis oritrephes,rep_height,13.5,cm,NA
FAT7789,2023-12-05,T,west,1,2000,1,1,Bulbostylis oritrephes,wet_mass,0.017914285714285716,g,NA
FAT7789,2023-12-05,T,west,1,2000,1,1,Bulbostylis oritrephes,dry_mass,0.007157142857142857,g,NA
FAT7789,2023-12-05,T,west,1,2000,1,1,Bulbostylis oritrephes,leaf_area,0.46914285714285714,cm2,NA
FAT7789,2023-12-05,T,west,1,2000,1,1,Bulbostylis oritrephes,leaf_thickness,0.36666666666666664,mm,NA
FAT7789,2023-12-05,T,west,1,2000,1,1,Bulbostylis oritrephes,sla,65.54890219560879,cm2 g-1,NA
FAT7789,2023-12-05,T,west,1,2000,1,1,Bulbostylis oritrephes,ldmc,0.3995215311004784,g g-1,NA
DLR6525,2023-12-05,T,west,1,2000,4,3,Bulbostylis oritrephes,veg_height,13,cm,NA
DLR6525,2023-12-05,T,west,1,2000,4,3,Bulbostylis oritrephes,rep_height,13.5,cm,NA
DLR6525,2023-12-05,T,west,1,2000,4,3,Bulbostylis oritrephes,wet_mass,0.019442857142857144,g,NA
DLR6525,2023-12-05,T,west,1,2000,4,3,Bulbostylis oritrephes,dry_mass,0.007514285714285715,g,NA
DLR6525,2023-12-05,T,west,1,2000,4,3,Bulbostylis oritrephes,leaf_area,0.6605714285714285,cm2,NA
DLR6525,2023-12-05,T,west,1,2000,4,3,Bulbostylis oritrephes,leaf_thickness,0.41133333333333333,mm,NA
DLR6525,2023-12-05,T,west,1,2000,4,3,Bulbostylis oritrephes,sla,87.90874524714827,cm2 g-1,NA
DLR6525,2023-12-05,T,west,1,2000,4,3,Bulbostylis oritrephes,ldmc,0.38648052902277735,g g-1,NA
EVG0603,2023-12-05,T,west,1,2000,4,1,Bulbostylis oritrephes,veg_height,10.6,cm,NA
EVG0603,2023-12-05,T,west,1,2000,4,1,Bulbostylis oritrephes,rep_height,11,cm,NA
EVG0603,2023-12-05,T,west,1,2000,4,1,Bulbostylis oritrephes,wet_mass,0.015540000000000002,g,NA
EVG0603,2023-12-05,T,west,1,2000,4,1,Bulbostylis oritrephes,dry_mass,0.0059,g,NA
EVG0603,2023-12-05,T,west,1,2000,4,1,Bulbostylis oritrephes,leaf_area,0.3516,cm2,NA
EVG0603,2023-12-05,T,west,1,2000,4,1,Bulbostylis oritrephes,leaf_thickness,0.436,mm,NA
EVG0603,2023-12-05,T,west,1,2000,4,1,Bulbostylis oritrephes,sla,59.59322033898306,cm2 g-1,NA
EVG0603,2023-12-05,T,west,1,2000,4,1,Bulbostylis oritrephes,ldmc,0.3796653796653796,g g-1,NA
ELW2931,2023-12-05,T,west,1,2000,5,2,Bulbostylis oritrephes,veg_height,11.8,cm,NA
ELW2931,2023-12-05,T,west,1,2000,5,2,Bulbostylis oritrephes,rep_height,12,cm,NA
ELW2931,2023-12-05,T,west,1,2000,5,2,Bulbostylis oritrephes,wet_mass,0.024342857142857142,g,NA
ELW2931,2023-12-05,T,west,1,2000,5,2,Bulbostylis oritrephes,dry_mass,0.009157142857142858,g,NA
ELW2931,2023-12-05,T,west,1,2000,5,2,Bulbostylis oritrephes,leaf_area,0.4278571428571429,cm2,NA
ELW2931,2023-12-05,T,west,1,2000,5,2,Bulbostylis oritrephes,leaf_thickness,0.45666666666666667,mm,NA
ELW2931,2023-12-05,T,west,1,2000,5,2,Bulbostylis oritrephes,sla,46.72386895475819,cm2 g-1,NA
ELW2931,2023-12-05,T,west,1,2000,5,2,Bulbostylis oritrephes,ldmc,0.37617370892018787,g g-1,NA
EAU5214,2023-12-05,T,east,1,2000,3,1,Bulbostylis oritrephes,veg_height,16.5,cm,NA
EAU5214,2023-12-05,T,east,1,2000,3,1,Bulbostylis oritrephes,rep_height,17,cm,NA
EAU5214,2023-12-05,T,east,1,2000,3,1,Bulbostylis oritrephes,wet_mass,0.01485,g,NA
EAU5214,2023-12-05,T,east,1,2000,3,1,Bulbostylis oritrephes,dry_mass,0.006,g,NA
EAU5214,2023-12-05,T,east,1,2000,3,1,Bulbostylis oritrephes,leaf_area,0.46375,cm2,NA
EAU5214,2023-12-05,T,east,1,2000,3,1,Bulbostylis oritrephes,leaf_thickness,0.362,mm,NA
