date,aspect,site_id,elevation_m_asl,plot_id,variable,value,unit
2023-12-04,east,4,2600,2,lichen_cover,0.5,percentage
2023-12-04,east,4,2600,2,moss_cover,0.5,percentage
2023-12-04,east,4,2600,2,vegetation_height,15.8,cm
2023-12-04,east,4,2600,3,bare_soil_cover,6,percentage
2023-12-04,east,4,2600,3,rock_cover,4,percentage
2023-12-04,east,4,2600,3,lichen_cover,0.5,percentage
2023-12-04,east,4,2600,3,moss_cover,0.5,percentage
2023-12-04,east,4,2600,3,vegetation_height,12.8,cm
2023-12-04,east,4,2600,4,bare_soil_cover,4,percentage
2023-12-04,east,4,2600,4,rock_cover,0.5,percentage
2023-12-04,east,4,2600,4,lichen_cover,0.5,percentage
2023-12-04,east,4,2600,4,moss_cover,0.5,percentage
2023-12-04,east,4,2600,4,vegetation_height,17.6,cm
2023-12-04,east,4,2600,5,bare_soil_cover,15,percentage
2023-12-04,east,4,2600,5,rock_cover,0.5,percentage
2023-12-04,east,4,2600,5,lichen_cover,1,percentage
2023-12-04,east,4,2600,5,moss_cover,0.5,percentage
2023-12-04,east,4,2600,5,vegetation_height,12.6,cm
2023-12-04,east,3,2400,1,bare_soil_cover,2,percentage
2023-12-04,east,3,2400,1,rock_cover,0,percentage
2023-12-04,east,3,2400,1,lichen_cover,0,percentage
2023-12-04,east,3,2400,1,moss_cover,0,percentage
2023-12-04,east,3,2400,1,vegetation_height,26.6,cm
2023-12-04,east,3,2400,2,bare_soil_cover,NA,percentage
2023-12-04,east,3,2400,2,rock_cover,NA,percentage
2023-12-04,east,3,2400,2,lichen_cover,NA,percentage
2023-12-04,east,3,2400,2,moss_cover,NA,percentage
2023-12-04,east,3,2400,2,vegetation_height,22,cm
2023-12-04,east,3,2400,3,bare_soil_cover,0,percentage
2023-12-04,east,3,2400,3,rock_cover,0,percentage
2023-12-04,east,3,2400,3,lichen_cover,0,percentage
2023-12-04,east,3,2400,3,moss_cover,0,percentage
2023-12-04,east,3,2400,3,vegetation_height,24.6,cm
2023-12-04,east,3,2400,4,bare_soil_cover,0,percentage
2023-12-04,east,3,2400,4,rock_cover,0,percentage
2023-12-04,east,3,2400,4,lichen_cover,0,percentage
2023-12-04,east,3,2400,4,moss_cover,0,percentage
2023-12-04,east,3,2400,4,vegetation_height,28.2,cm
2023-12-04,east,3,2400,5,bare_soil_cover,5,percentage
2023-12-04,east,3,2400,5,rock_cover,0,percentage
2023-12-04,east,3,2400,5,lichen_cover,0,percentage
2023-12-04,east,3,2400,5,moss_cover,0,percentage
2023-12-04,east,3,2400,5,vegetation_height,28.4,cm
2023-12-04,west,3,2400,1,bare_soil_cover,8,percentage
2023-12-04,west,3,2400,1,rock_cover,1,percentage
2023-12-04,west,3,2400,1,lichen_cover,0,percentage
2023-12-04,west,3,2400,1,moss_cover,0.5,percentage
2023-12-04,west,3,2400,1,vegetation_height,13.2,cm
2023-12-04,west,3,2400,2,bare_soil_cover,8,percentage
2023-12-04,west,3,2400,2,rock_cover,1,percentage
2023-12-04,west,3,2400,2,lichen_cover,0.5,percentage
2023-12-04,west,3,2400,2,moss_cover,0.5,percentage
2023-12-04,west,3,2400,2,vegetation_height,14,cm
2023-12-04,west,3,2400,3,bare_soil_cover,10,percentage
2023-12-04,west,3,2400,3,rock_cover,0,percentage
2023-12-04,west,3,2400,3,lichen_cover,0.5,percentage
2023-12-04,west,3,2400,3,moss_cover,1,percentage
2023-12-04,west,3,2400,3,vegetation_height,13.2,cm
2023-12-04,west,3,2400,4,bare_soil_cover,10,percentage
2023-12-04,west,3,2400,4,rock_cover,0,percentage
2023-12-04,west,3,2400,4,lichen_cover,0.5,percentage
2023-12-04,west,3,2400,4,moss_cover,0.5,percentage
2023-12-04,west,3,2400,4,vegetation_height,9.6,cm
2023-12-04,west,3,2400,5,bare_soil_cover,8,percentage
2023-12-04,west,3,2400,5,rock_cover,15,percentage
2023-12-04,west,3,2400,5,lichen_cover,5,percentage
2023-12-04,west,3,2400,5,moss_cover,30,percentage
2023-12-04,west,3,2400,5,vegetation_height,9,cm
2023-12-03,west,2,2200,1,bare_soil_cover,20,percentage
2023-12-03,west,2,2200,1,rock_cover,0,percentage
2023-12-03,west,2,2200,1,lichen_cover,0,percentage
2023-12-03,west,2,2200,1,moss_cover,0,percentage
2023-12-03,west,2,2200,1,vegetation_height,15,cm
2023-12-03,west,2,2200,2,bare_soil_cover,15,percentage
2023-12-03,west,2,2200,2,rock_cover,0,percentage
2023-12-03,west,2,2200,2,lichen_cover,0,percentage
2023-12-03,west,2,2200,2,moss_cover,0,percentage
2023-12-03,west,2,2200,2,vegetation_height,12.8,cm
2024-12-03,west,2,2200,3,bare_soil_cover,25,percentage
2024-12-03,west,2,2200,3,rock_cover,0,percentage
2024-12-03,west,2,2200,3,lichen_cover,0,percentage
2024-12-03,west,2,2200,3,moss_cover,0,percentage
2024-12-03,west,2,2200,3,vegetation_height,11.6,cm
2025-12-03,west,2,2200,4,bare_soil_cover,20,percentage
2025-12-03,west,2,2200,4,rock_cover,0,percentage
2025-12-03,west,2,2200,4,lichen_cover,0,percentage
2025-12-03,west,2,2200,4,moss_cover,0,percentage
2025-12-03,west,2,2200,4,vegetation_height,14.4,cm
2026-12-03,west,2,2200,5,bare_soil_cover,20,percentage
2026-12-03,west,2,2200,5,rock_cover,0,percentage
2026-12-03,west,2,2200,5,lichen_cover,0,percentage
2026-12-03,west,2,2200,5,moss_cover,0,percentage
2026-12-03,west,2,2200,5,vegetation_height,15.2,cm
2023-12-04,east,1,2000,1,bare_soil_cover,20,percentage
2023-12-04,east,1,2000,1,rock_cover,0,percentage
2023-12-04,east,1,2000,1,lichen_cover,0,percentage
2023-12-04,east,1,2000,1,moss_cover,0,percentage
2023-12-04,east,1,2000,1,vegetation_height,11.6,cm
2023-12-04,east,1,2000,2,bare_soil_cover,35,percentage
2023-12-04,east,1,2000,2,rock_cover,0,percentage
2023-12-04,east,1,2000,2,lichen_cover,0,percentage
2023-12-04,east,1,2000,2,moss_cover,0,percentage
2023-12-04,east,1,2000,2,vegetation_height,11.4,cm
2023-12-04,east,1,2000,3,bare_soil_cover,20,percentage
2023-12-04,east,1,2000,3,rock_cover,0,percentage
2023-12-04,east,1,2000,3,lichen_cover,0,percentage
2023-12-04,east,1,2000,3,moss_cover,0,percentage
2023-12-04,east,1,2000,3,vegetation_height,11.4,cm
2023-12-04,east,1,2000,4,bare_soil_cover,25,percentage
2023-12-04,east,1,2000,4,rock_cover,0,percentage
2023-12-04,east,1,2000,4,lichen_cover,0,percentage
2023-12-04,east,1,2000,4,moss_cover,0,percentage
2023-12-04,east,1,2000,4,vegetation_height,11.2,cm
2023-12-04,east,1,2000,5,bare_soil_cover,40,percentage
2023-12-04,east,1,2000,5,rock_cover,0,percentage
2023-12-04,east,1,2000,5,lichen_cover,0,percentage
2023-12-04,east,1,2000,5,moss_cover,0,percentage
2023-12-04,east,1,2000,5,vegetation_height,10.6,cm
2026-12-03,west,1,2000,1,bare_soil_cover,15,percentage
2026-12-03,west,1,2000,1,rock_cover,35,percentage
2026-12-03,west,1,2000,1,lichen_cover,0,percentage
2026-12-03,west,1,2000,1,moss_cover,0,percentage
2026-12-03,west,1,2000,1,vegetation_height,14,cm
2026-12-03,west,1,2000,2,bare_soil_cover,25,percentage
2026-12-03,west,1,2000,2,rock_cover,0.5,percentage
2026-12-03,west,1,2000,2,lichen_cover,0.5,percentage
2026-12-03,west,1,2000,2,moss_cover,0,percentage
2026-12-03,west,1,2000,2,vegetation_height,11.2,cm
2026-12-03,west,1,2000,3,bare_soil_cover,45,percentage
2026-12-03,west,1,2000,3,rock_cover,2,percentage
2026-12-03,west,1,2000,3,lichen_cover,0.5,percentage
2026-12-03,west,1,2000,3,moss_cover,0,percentage
2026-12-03,west,1,2000,3,vegetation_height,9.6,cm
2026-12-03,west,1,2000,4,bare_soil_cover,15,percentage
2026-12-03,west,1,2000,4,rock_cover,0.5,percentage
2026-12-03,west,1,2000,4,lichen_cover,0.5,percentage
2026-12-03,west,1,2000,4,moss_cover,0,percentage
2026-12-03,west,1,2000,4,vegetation_height,9.2,cm
2026-12-03,west,1,2000,5,bare_soil_cover,20,percentage
2026-12-03,west,1,2000,5,rock_cover,0.5,percentage
2026-12-03,west,1,2000,5,lichen_cover,0.5,percentage
2026-12-03,west,1,2000,5,moss_cover,0,percentage
2026-12-03,west,1,2000,5,vegetation_height,8.8,cm
2026-12-03,east,2,2200,1,bare_soil_cover,35,percentage
2026-12-03,east,2,2200,1,rock_cover,0,percentage
2026-12-03,east,2,2200,1,lichen_cover,0,percentage
2026-12-03,east,2,2200,1,moss_cover,0,percentage
2026-12-03,east,2,2200,1,vegetation_height,9.8,cm
2026-12-03,east,2,2200,2,bare_soil_cover,5,percentage
2026-12-03,east,2,2200,2,rock_cover,0,percentage
2026-12-03,east,2,2200,2,lichen_cover,0,percentage
2026-12-03,east,2,2200,2,moss_cover,0,percentage
2026-12-03,east,2,2200,2,vegetation_height,13,cm
2026-12-03,east,2,2200,3,bare_soil_cover,15,percentage
2026-12-03,east,2,2200,3,rock_cover,0,percentage
2026-12-03,east,2,2200,3,lichen_cover,0,percentage
2026-12-03,east,2,2200,3,moss_cover,0,percentage
2026-12-03,east,2,2200,3,vegetation_height,13,cm
2026-12-03,east,2,2200,4,bare_soil_cover,40,percentage
2026-12-03,east,2,2200,4,rock_cover,0,percentage
2026-12-03,east,2,2200,4,lichen_cover,0,percentage
2026-12-03,east,2,2200,4,moss_cover,0,percentage
2026-12-03,east,2,2200,4,vegetation_height,10,cm
2026-12-03,east,2,2200,5,bare_soil_cover,35,percentage
2026-12-03,east,2,2200,5,rock_cover,0,percentage
2026-12-03,east,2,2200,5,lichen_cover,0,percentage
2026-12-03,east,2,2200,5,moss_cover,0,percentage
2026-12-03,east,2,2200,5,vegetation_height,10.8,cm
