date,aspect,site_id,elevation_m_asl,plot_id,treatment,variable,value
2023-12-12,west,6,3000,6.5,warm,vegetation_height,12.2
2023-12-08,west,5,2800,2,NA,bare_soil_cover,3
2023-12-08,west,5,2800,2,NA,rock_cover,0
2023-12-08,west,5,2800,2,NA,lichen_cover,0.5
2023-12-08,west,5,2800,2,NA,moss_cover,0.5
2023-12-08,west,5,2800,2,NA,vegetation_height,21.8
2023-12-08,west,5,2800,4,NA,bare_soil_cover,1
2023-12-08,west,5,2800,4,NA,rock_cover,1
2023-12-08,west,5,2800,4,NA,lichen_cover,0.5
2023-12-08,west,5,2800,4,NA,moss_cover,0.5
2023-12-08,west,5,2800,4,NA,vegetation_height,27.6
2023-12-08,west,5,2800,1,NA,bare_soil_cover,0.5
2023-12-08,west,5,2800,1,NA,rock_cover,0
2023-12-08,west,5,2800,1,NA,lichen_cover,0
2023-12-08,west,5,2800,1,NA,moss_cover,0
2023-12-08,west,5,2800,1,NA,vegetation_height,15.6
2023-12-08,west,5,2800,3,NA,bare_soil_cover,15
2023-12-08,west,5,2800,3,NA,rock_cover,1
2023-12-08,west,5,2800,3,NA,lichen_cover,0
2023-12-08,west,5,2800,3,NA,moss_cover,0.5
2023-12-08,west,5,2800,3,NA,vegetation_height,16.5
2023-12-08,west,5,2800,5,NA,bare_soil_cover,0.5
2023-12-08,west,5,2800,5,NA,rock_cover,0
2023-12-08,west,5,2800,5,NA,lichen_cover,0
2023-12-08,west,5,2800,5,NA,moss_cover,0
2023-12-08,west,5,2800,5,NA,vegetation_height,34.8
2023-12-08,east,5,2800,3,NA,bare_soil_cover,2
2023-12-08,east,5,2800,3,NA,rock_cover,0
2023-12-08,east,5,2800,3,NA,lichen_cover,0.5
2023-12-08,east,5,2800,3,NA,moss_cover,0.5
2023-12-08,east,5,2800,3,NA,vegetation_height,29.4
2023-12-08,east,5,2800,5,NA,bare_soil_cover,0.5
2023-12-08,east,5,2800,5,NA,rock_cover,0.5
2023-12-08,east,5,2800,5,NA,lichen_cover,0
2023-12-08,east,5,2800,5,NA,moss_cover,0
2023-12-08,east,5,2800,5,NA,vegetation_height,19.2
2023-12-08,east,5,2800,1,NA,bare_soil_cover,0.5
2023-12-08,east,5,2800,1,NA,rock_cover,0
2023-12-08,east,5,2800,1,NA,lichen_cover,0.5
2023-12-08,east,5,2800,1,NA,moss_cover,0.5
2023-12-08,east,5,2800,1,NA,vegetation_height,24
2023-12-08,east,5,2800,2,NA,bare_soil_cover,0
2023-12-08,east,5,2800,2,NA,rock_cover,0
2023-12-08,east,5,2800,2,NA,lichen_cover,0.5
2023-12-08,east,5,2800,2,NA,moss_cover,0.5
2023-12-08,east,5,2800,2,NA,vegetation_height,18.4
2023-12-08,east,5,2800,4,NA,bare_soil_cover,2
2023-12-08,east,5,2800,4,NA,rock_cover,5
2023-12-08,east,5,2800,4,NA,lichen_cover,0.5
2023-12-08,east,5,2800,4,NA,moss_cover,2
2023-12-08,east,5,2800,4,NA,vegetation_height,13
2023-12-07,west,4,2600,1,NA,bare_soil_cover,30
2023-12-07,west,4,2600,1,NA,rock_cover,0
2023-12-07,west,4,2600,1,NA,lichen_cover,0
2023-12-07,west,4,2600,1,NA,moss_cover,2
2023-12-07,west,4,2600,1,NA,vegetation_height,11.8
2023-12-07,west,4,2600,2,NA,bare_soil_cover,25
2023-12-07,west,4,2600,2,NA,rock_cover,0.5
2023-12-07,west,4,2600,2,NA,lichen_cover,0.5
2023-12-07,west,4,2600,2,NA,moss_cover,0.5
2023-12-07,west,4,2600,2,NA,vegetation_height,14.8
2023-12-07,west,4,2600,3,NA,bare_soil_cover,25
2023-12-07,west,4,2600,3,NA,rock_cover,0
2023-12-07,west,4,2600,3,NA,lichen_cover,1
2023-12-07,west,4,2600,3,NA,moss_cover,0
2023-12-07,west,4,2600,3,NA,vegetation_height,10
2023-12-07,west,4,2600,4,NA,bare_soil_cover,40
2023-12-07,west,4,2600,4,NA,rock_cover,1
2023-12-07,west,4,2600,4,NA,lichen_cover,0.5
2023-12-07,west,4,2600,4,NA,moss_cover,0.5
2023-12-07,west,4,2600,4,NA,vegetation_height,14.4
2023-12-07,west,4,2600,5,NA,bare_soil_cover,25
2023-12-07,west,4,2600,5,NA,rock_cover,0
2023-12-07,west,4,2600,5,NA,lichen_cover,0.5
2023-12-07,west,4,2600,5,NA,moss_cover,0
2023-12-07,west,4,2600,5,NA,vegetation_height,13.6
2023-12-04,east,4,2600,1,NA,bare_soil_cover,6
2023-12-04,east,4,2600,1,NA,rock_cover,0
2023-12-04,east,4,2600,1,NA,lichen_cover,0.5
2023-12-04,east,4,2600,1,NA,moss_cover,0.5
2023-12-04,east,4,2600,1,NA,vegetation_height,15.6
2023-12-04,east,4,2600,2,NA,bare_soil_cover,3
2023-12-04,east,4,2600,2,NA,rock_cover,0.5
2023-12-04,east,4,2600,2,NA,lichen_cover,0.5
2023-12-04,east,4,2600,2,NA,moss_cover,0.5
2023-12-04,east,4,2600,2,NA,vegetation_height,15.8
2023-12-04,east,4,2600,3,NA,bare_soil_cover,6
2023-12-04,east,4,2600,3,NA,rock_cover,4
2023-12-04,east,4,2600,3,NA,lichen_cover,0.5
2023-12-04,east,4,2600,3,NA,moss_cover,0.5
2023-12-04,east,4,2600,3,NA,vegetation_height,12.8
2023-12-04,east,4,2600,4,NA,bare_soil_cover,4
2023-12-04,east,4,2600,4,NA,rock_cover,0.5
2023-12-04,east,4,2600,4,NA,lichen_cover,0.5
2023-12-04,east,4,2600,4,NA,moss_cover,0.5
2023-12-04,east,4,2600,4,NA,vegetation_height,17.6
2023-12-04,east,4,2600,5,NA,bare_soil_cover,15
2023-12-04,east,4,2600,5,NA,rock_cover,0.5
2023-12-04,east,4,2600,5,NA,lichen_cover,1
2023-12-04,east,4,2600,5,NA,moss_cover,0.5
2023-12-04,east,4,2600,5,NA,vegetation_height,12.6
2023-12-04,east,3,2400,1,NA,bare_soil_cover,2
2023-12-04,east,3,2400,1,NA,rock_cover,0
2023-12-04,east,3,2400,1,NA,lichen_cover,0
2023-12-04,east,3,2400,1,NA,moss_cover,0
2023-12-04,east,3,2400,1,NA,vegetation_height,26.6
2023-12-04,east,3,2400,2,NA,bare_soil_cover,NA
2023-12-04,east,3,2400,2,NA,rock_cover,NA
2023-12-04,east,3,2400,2,NA,lichen_cover,NA
2023-12-04,east,3,2400,2,NA,moss_cover,NA
2023-12-04,east,3,2400,2,NA,vegetation_height,22
2023-12-04,east,3,2400,3,NA,bare_soil_cover,0
2023-12-04,east,3,2400,3,NA,rock_cover,0
2023-12-04,east,3,2400,3,NA,lichen_cover,0
2023-12-04,east,3,2400,3,NA,moss_cover,0
2023-12-04,east,3,2400,3,NA,vegetation_height,24.6
2023-12-04,east,3,2400,4,NA,bare_soil_cover,0
2023-12-04,east,3,2400,4,NA,rock_cover,0
2023-12-04,east,3,2400,4,NA,lichen_cover,0
2023-12-04,east,3,2400,4,NA,moss_cover,0
2023-12-04,east,3,2400,4,NA,vegetation_height,28.2
2023-12-04,east,3,2400,5,NA,bare_soil_cover,5
2023-12-04,east,3,2400,5,NA,rock_cover,0
2023-12-04,east,3,2400,5,NA,lichen_cover,0
2023-12-04,east,3,2400,5,NA,moss_cover,0
2023-12-04,east,3,2400,5,NA,vegetation_height,28.4
2023-12-04,west,3,2400,1,NA,bare_soil_cover,8
2023-12-04,west,3,2400,1,NA,rock_cover,1
2023-12-04,west,3,2400,1,NA,lichen_cover,0
2023-12-04,west,3,2400,1,NA,moss_cover,0.5
2023-12-04,west,3,2400,1,NA,vegetation_height,13.2
2023-12-04,west,3,2400,2,NA,bare_soil_cover,8
2023-12-04,west,3,2400,2,NA,rock_cover,1
2023-12-04,west,3,2400,2,NA,lichen_cover,0.5
2023-12-04,west,3,2400,2,NA,moss_cover,0.5
2023-12-04,west,3,2400,2,NA,vegetation_height,14
2023-12-04,west,3,2400,3,NA,bare_soil_cover,10
2023-12-04,west,3,2400,3,NA,rock_cover,0
2023-12-04,west,3,2400,3,NA,lichen_cover,0.5
2023-12-04,west,3,2400,3,NA,moss_cover,1
2023-12-04,west,3,2400,3,NA,vegetation_height,13.2
2023-12-04,west,3,2400,4,NA,bare_soil_cover,10
2023-12-04,west,3,2400,4,NA,rock_cover,0
2023-12-04,west,3,2400,4,NA,lichen_cover,0.5
2023-12-04,west,3,2400,4,NA,moss_cover,0.5
2023-12-04,west,3,2400,4,NA,vegetation_height,9.6
2023-12-04,west,3,2400,5,NA,bare_soil_cover,8
2023-12-04,west,3,2400,5,NA,rock_cover,15
2023-12-04,west,3,2400,5,NA,lichen_cover,5
2023-12-04,west,3,2400,5,NA,moss_cover,30
2023-12-04,west,3,2400,5,NA,vegetation_height,9
2023-12-03,west,2,2200,1,NA,bare_soil_cover,20
2023-12-03,west,2,2200,1,NA,rock_cover,0
2023-12-03,west,2,2200,1,NA,lichen_cover,0
2023-12-03,west,2,2200,1,NA,moss_cover,0
2023-12-03,west,2,2200,1,NA,vegetation_height,15
2023-12-03,west,2,2200,2,NA,bare_soil_cover,15
2023-12-03,west,2,2200,2,NA,rock_cover,0
2023-12-03,west,2,2200,2,NA,lichen_cover,0
2023-12-03,west,2,2200,2,NA,moss_cover,0
2023-12-03,west,2,2200,2,NA,vegetation_height,12.8
2024-12-03,west,2,2200,3,NA,bare_soil_cover,25
2024-12-03,west,2,2200,3,NA,rock_cover,0
2024-12-03,west,2,2200,3,NA,lichen_cover,0
2024-12-03,west,2,2200,3,NA,moss_cover,0
2024-12-03,west,2,2200,3,NA,vegetation_height,11.6
2025-12-03,west,2,2200,4,NA,bare_soil_cover,20
2025-12-03,west,2,2200,4,NA,rock_cover,0
2025-12-03,west,2,2200,4,NA,lichen_cover,0
2025-12-03,west,2,2200,4,NA,moss_cover,0
2025-12-03,west,2,2200,4,NA,vegetation_height,14.4
2026-12-03,west,2,2200,5,NA,bare_soil_cover,20
2026-12-03,west,2,2200,5,NA,rock_cover,0
2026-12-03,west,2,2200,5,NA,lichen_cover,0
2026-12-03,west,2,2200,5,NA,moss_cover,0
2026-12-03,west,2,2200,5,NA,vegetation_height,15.2
2023-12-04,east,1,2000,1,NA,bare_soil_cover,20
2023-12-04,east,1,2000,1,NA,rock_cover,0
2023-12-04,east,1,2000,1,NA,lichen_cover,0
2023-12-04,east,1,2000,1,NA,moss_cover,0
2023-12-04,east,1,2000,1,NA,vegetation_height,11.6
2023-12-04,east,1,2000,2,NA,bare_soil_cover,35
2023-12-04,east,1,2000,2,NA,rock_cover,0
2023-12-04,east,1,2000,2,NA,lichen_cover,0
2023-12-04,east,1,2000,2,NA,moss_cover,0
2023-12-04,east,1,2000,2,NA,vegetation_height,11.4
2023-12-04,east,1,2000,3,NA,bare_soil_cover,20
2023-12-04,east,1,2000,3,NA,rock_cover,0
2023-12-04,east,1,2000,3,NA,lichen_cover,0
2023-12-04,east,1,2000,3,NA,moss_cover,0
2023-12-04,east,1,2000,3,NA,vegetation_height,11.4
2023-12-04,east,1,2000,4,NA,bare_soil_cover,25
2023-12-04,east,1,2000,4,NA,rock_cover,0
2023-12-04,east,1,2000,4,NA,lichen_cover,0
2023-12-04,east,1,2000,4,NA,moss_cover,0
2023-12-04,east,1,2000,4,NA,vegetation_height,11.2
2023-12-04,east,1,2000,5,NA,bare_soil_cover,40
2023-12-04,east,1,2000,5,NA,rock_cover,0
2023-12-04,east,1,2000,5,NA,lichen_cover,0
2023-12-04,east,1,2000,5,NA,moss_cover,0
2023-12-04,east,1,2000,5,NA,vegetation_height,10.6
2026-12-03,west,1,2000,1,NA,bare_soil_cover,15
2026-12-03,west,1,2000,1,NA,rock_cover,35
2026-12-03,west,1,2000,1,NA,lichen_cover,0
2026-12-03,west,1,2000,1,NA,moss_cover,0
2026-12-03,west,1,2000,1,NA,vegetation_height,14
2026-12-03,west,1,2000,2,NA,bare_soil_cover,25
2026-12-03,west,1,2000,2,NA,rock_cover,0.5
2026-12-03,west,1,2000,2,NA,lichen_cover,0.5
2026-12-03,west,1,2000,2,NA,moss_cover,0
2026-12-03,west,1,2000,2,NA,vegetation_height,11.2
2026-12-03,west,1,2000,3,NA,bare_soil_cover,45
2026-12-03,west,1,2000,3,NA,rock_cover,2
2026-12-03,west,1,2000,3,NA,lichen_cover,0.5
2026-12-03,west,1,2000,3,NA,moss_cover,0
2026-12-03,west,1,2000,3,NA,vegetation_height,9.6
2026-12-03,west,1,2000,4,NA,bare_soil_cover,15
2026-12-03,west,1,2000,4,NA,rock_cover,0.5
2026-12-03,west,1,2000,4,NA,lichen_cover,0.5
2026-12-03,west,1,2000,4,NA,moss_cover,0
2026-12-03,west,1,2000,4,NA,vegetation_height,9.2
2026-12-03,west,1,2000,5,NA,bare_soil_cover,20
2026-12-03,west,1,2000,5,NA,rock_cover,0.5
2026-12-03,west,1,2000,5,NA,lichen_cover,0.5
2026-12-03,west,1,2000,5,NA,moss_cover,0
2026-12-03,west,1,2000,5,NA,vegetation_height,8.8
2026-12-03,east,2,2200,1,NA,bare_soil_cover,35
2026-12-03,east,2,2200,1,NA,rock_cover,0
2026-12-03,east,2,2200,1,NA,lichen_cover,0
2026-12-03,east,2,2200,1,NA,moss_cover,0
2026-12-03,east,2,2200,1,NA,vegetation_height,9.8
2026-12-03,east,2,2200,2,NA,bare_soil_cover,5
2026-12-03,east,2,2200,2,NA,rock_cover,0
2026-12-03,east,2,2200,2,NA,lichen_cover,0
2026-12-03,east,2,2200,2,NA,moss_cover,0
2026-12-03,east,2,2200,2,NA,vegetation_height,13
2026-12-03,east,2,2200,3,NA,bare_soil_cover,15
2026-12-03,east,2,2200,3,NA,rock_cover,0
2026-12-03,east,2,2200,3,NA,lichen_cover,0
2026-12-03,east,2,2200,3,NA,moss_cover,0
2026-12-03,east,2,2200,3,NA,vegetation_height,13
2026-12-03,east,2,2200,4,NA,bare_soil_cover,40
2026-12-03,east,2,2200,4,NA,rock_cover,0
2026-12-03,east,2,2200,4,NA,lichen_cover,0
2026-12-03,east,2,2200,4,NA,moss_cover,0
2026-12-03,east,2,2200,4,NA,vegetation_height,10
2026-12-03,east,2,2200,5,NA,bare_soil_cover,35
2026-12-03,east,2,2200,5,NA,rock_cover,0
2026-12-03,east,2,2200,5,NA,lichen_cover,0
2026-12-03,east,2,2200,5,NA,moss_cover,0
2026-12-03,east,2,2200,5,NA,vegetation_height,10.8
