country,region,gradient,site,plot_id,elevation_m,longitude_e,latitude_n,ecosystem
ch,Eastern Himalaya,C,ch_A,ch_A2-C,3850,102.0173,29.88911,sub-tropics
ch,Eastern Himalaya,C,ch_A,ch_A3-C,3850,102.0173,29.88911,sub-tropics
ch,Eastern Himalaya,C,ch_A,ch_A4-C,3850,102.0173,29.88911,sub-tropics
ch,Eastern Himalaya,C,ch_A,ch_A5-C,3850,102.0173,29.88911,sub-tropics
ch,Eastern Himalaya,C,ch_A,ch_A6-C,3850,102.0173,29.88911,sub-tropics
ch,Eastern Himalaya,C,ch_A,ch_A7-C,3850,102.0173,29.88911,sub-tropics
ch,Eastern Himalaya,C,ch_H,ch_H1-C,4100,102.0118,29.90742,sub-tropics
ch,Eastern Himalaya,C,ch_H,ch_H2-C,4100,102.0118,29.90742,sub-tropics
ch,Eastern Himalaya,C,ch_H,ch_H3-C,4100,102.0118,29.90742,sub-tropics
ch,Eastern Himalaya,C,ch_H,ch_H4-C,4100,102.0118,29.90742,sub-tropics
ch,Eastern Himalaya,C,ch_H,ch_H5-C,4100,102.0118,29.90742,sub-tropics
ch,Eastern Himalaya,C,ch_L,ch_L1-C,3000,102.0343,29.84347,sub-tropics
ch,Eastern Himalaya,C,ch_L,ch_L2-C,3000,102.0343,29.84347,sub-tropics
ch,Eastern Himalaya,C,ch_L,ch_L3-C,3000,102.0343,29.84347,sub-tropics
ch,Eastern Himalaya,C,ch_L,ch_L4-C,3000,102.0343,29.84347,sub-tropics
ch,Eastern Himalaya,C,ch_L,ch_L5-C,3000,102.0343,29.84347,sub-tropics
ch,Eastern Himalaya,C,ch_L,ch_L6-C,3000,102.0343,29.84347,sub-tropics
ch,Eastern Himalaya,C,ch_L,ch_L7-C,3000,102.0343,29.84347,sub-tropics
ch,Eastern Himalaya,C,ch_M,ch_M1-C,3500,102.036,29.86192,sub-tropics
ch,Eastern Himalaya,C,ch_M,ch_M2-C,3500,102.036,29.86192,sub-tropics
ch,Eastern Himalaya,C,ch_M,ch_M3-C,3500,102.036,29.86192,sub-tropics
ch,Eastern Himalaya,C,ch_M,ch_M4-C,3500,102.036,29.86192,sub-tropics
ch,Eastern Himalaya,C,ch_M,ch_M5-C,3500,102.036,29.86192,sub-tropics
ch,Eastern Himalaya,C,ch_M,ch_M6-C,3500,102.036,29.86192,sub-tropics
ch,Eastern Himalaya,C,ch_M,ch_M7-C,3500,102.036,29.86192,sub-tropics
no,Southern Scandes,C,no_Joasete,no_Joasete_81 AN1C 81,920,7.168,60.86183,boreal
no,Southern Scandes,C,no_Joasete,no_Joasete_88 AN1N 88,920,7.168,60.86183,boreal
no,Southern Scandes,C,no_Joasete,no_Joasete_109 AN3C 109,920,7.168,60.86183,boreal
no,Southern Scandes,C,no_Joasete,no_Joasete_111 AN3N 111,920,7.168,60.86183,boreal
no,Southern Scandes,C,no_Joasete,no_Joasete_156 AN2C 156,920,7.168,60.86183,boreal
no,Southern Scandes,C,no_Joasete,no_Joasete_160 AN2N 160,920,7.168,60.86183,boreal
no,Southern Scandes,C,no_Liahovden,no_Liahovden_4 AN1C 4,1290,7.19504,60.85994,boreal
no,Southern Scandes,C,no_Liahovden,no_Liahovden_7 AN1N 7,1290,7.19504,60.85994,boreal
no,Southern Scandes,C,no_Liahovden,no_Liahovden_27 AN3C 27,1290,7.19504,60.85994,boreal
no,Southern Scandes,C,no_Liahovden,no_Liahovden_31 AN3N 31,1290,7.19504,60.85994,boreal
no,Southern Scandes,C,no_Liahovden,no_Liahovden_77 AN2C 77,1290,7.19504,60.85994,boreal
no,Southern Scandes,C,no_Liahovden,no_Liahovden_79 AN2N 79,1290,7.19504,60.85994,boreal
no,Southern Scandes,C,no_Hogsete,no_Hogsete_101 TTC,700,7.17666,60.876,boreal
no,Southern Scandes,C,no_Hogsete,no_Hogsete_110 TTC,700,7.17666,60.876,boreal
no,Southern Scandes,C,no_Hogsete,no_Hogsete_115 TTC,700,7.17666,60.876,boreal
no,Southern Scandes,C,no_Hogsete,no_Hogsete_116 TTC,700,7.17666,60.876,boreal
no,Southern Scandes,C,no_Hogsete,no_Hogsete_124 TTC,700,7.17666,60.876,boreal
no,Southern Scandes,C,no_Vikesland,no_Vikesland_126 TTC,474,7.16982,60.8803,boreal
no,Southern Scandes,C,no_Vikesland,no_Vikesland_134 TTC,474,7.16982,60.8803,boreal
no,Southern Scandes,C,no_Vikesland,no_Vikesland_140 TTC,474,7.16982,60.8803,boreal
no,Southern Scandes,C,no_Vikesland,no_Vikesland_141 TTC,474,7.16982,60.8803,boreal
no,Southern Scandes,C,no_Vikesland,no_Vikesland_146 TTC,474,7.16982,60.8803,boreal
co,Rocky Mountains,C,co_Almont,co_Almont_1,2475,-106.861632,38.655455,temperate
co,Rocky Mountains,C,co_Almont,co_Almont_2,2475,-106.861632,38.655455,temperate
co,Rocky Mountains,C,co_Almont,co_Almont_3,2475,-106.861632,38.655455,temperate
co,Rocky Mountains,C,co_Almont,co_Almont_4,2475,-106.861632,38.655455,temperate
co,Rocky Mountains,C,co_Almont,co_Almont_5,2475,-106.861632,38.655455,temperate
co,Rocky Mountains,C,co_CBT,co_CBT_1,2699,-106.9799521,38.8817327,temperate
co,Rocky Mountains,C,co_CBT,co_CBT_2,2699,-106.9799521,38.8817327,temperate
co,Rocky Mountains,C,co_CBT,co_CBT_3,2699,-106.9799521,38.8817327,temperate
co,Rocky Mountains,C,co_CBT,co_CBT_4,2699,-106.9799521,38.8817327,temperate
co,Rocky Mountains,C,co_CBT,co_CBT_5,2699,-106.9799521,38.8817327,temperate
co,Rocky Mountains,C,co_Road,co_Road_2,2810,-106.978584,38.89680392,temperate
co,Rocky Mountains,C,co_Road,co_Road_4,2810,-106.978584,38.89680392,temperate
co,Rocky Mountains,C,co_Road,co_Road_5,2810,-106.978584,38.89680392,temperate
co,Rocky Mountains,C,co_Road,co_Road_1,2810,-106.978584,38.89680392,temperate
co,Rocky Mountains,C,co_Road,co_Road_3,2810,-106.978584,38.89680392,temperate
co,Rocky Mountains,C,co_Pfeiler,co_Pfeiler_1,3171,-107.0323667,38.96044646,temperate
co,Rocky Mountains,C,co_Pfeiler,co_Pfeiler_2,3171,-107.0323667,38.96044646,temperate
co,Rocky Mountains,C,co_Pfeiler,co_Pfeiler_3,3171,-107.0323667,38.96044646,temperate
co,Rocky Mountains,C,co_Pfeiler,co_Pfeiler_4,3171,-107.0323667,38.96044646,temperate
co,Rocky Mountains,C,co_Pfeiler,co_Pfeiler_5,3171,-107.0323667,38.96044646,temperate
co,Rocky Mountains,C,co_Cinnamon,co_Cinnamon_4,3458,-107.0663821,38.99159151,temperate
co,Rocky Mountains,C,co_Cinnamon,co_Cinnamon_5,3458,-107.0663821,38.99159151,temperate
co,Rocky Mountains,C,co_Cinnamon,co_Cinnamon_1,3458,-107.0663821,38.99159151,temperate
co,Rocky Mountains,C,co_Cinnamon,co_Cinnamon_2,3458,-107.0663821,38.99159151,temperate
co,Rocky Mountains,C,co_Cinnamon,co_Cinnamon_3,3458,-107.0663821,38.99159151,temperate
sa,Drakensberg,W,sa_5,sa_5_2,2800,28.892625,-28.73771704,grassland
sa,Drakensberg,W,sa_5,sa_5_4,2800,28.89251998,-28.73776599,grassland
sa,Drakensberg,W,sa_5,sa_5_1,2800,28.892625,-28.73771704,grassland
sa,Drakensberg,W,sa_5,sa_5_3,2800,28.892625,-28.73771704,grassland
sa,Drakensberg,W,sa_5,sa_5_5,2800,28.89251998,-28.73776599,grassland
sa,Drakensberg,E,sa_5,sa_5_3,2800,28.89437397,-28.73781703,grassland
sa,Drakensberg,E,sa_5,sa_5_5,2800,28.89438001,-28.73769097,grassland
sa,Drakensberg,E,sa_5,sa_5_1,2800,28.89437397,-28.73781703,grassland
sa,Drakensberg,E,sa_5,sa_5_2,2800,28.89437397,-28.73781703,grassland
sa,Drakensberg,E,sa_5,sa_5_4,2800,28.89439501,-28.73773104,grassland
sa,Drakensberg,E,sa_4,sa_4_1,2600,28.89262198,-28.728377,grassland
sa,Drakensberg,E,sa_4,sa_4_2,2600,28.89262198,-28.728377,grassland
sa,Drakensberg,E,sa_4,sa_4_3,2600,28.89262198,-28.728377,grassland
sa,Drakensberg,E,sa_4,sa_4_4,2600,28.89271804,-28.72826996,grassland
sa,Drakensberg,E,sa_4,sa_4_5,2600,28.89271804,-28.72826996,grassland
sa,Drakensberg,W,sa_4,sa_4_1,2600,28.89249902,-28.72828497,grassland
sa,Drakensberg,W,sa_4,sa_4_2,2600,28.89249902,-28.72828497,grassland
sa,Drakensberg,W,sa_4,sa_4_3,2600,28.89249902,-28.72828497,grassland
sa,Drakensberg,W,sa_4,sa_4_4,2600,28.89243398,-28.72816301,grassland
sa,Drakensberg,W,sa_4,sa_4_5,2600,28.89243398,-28.72816301,grassland
sa,Drakensberg,E,sa_3,sa_3_1,2400,28.89683104,-28.71917199,grassland
sa,Drakensberg,E,sa_3,sa_3_2,2400,28.89683104,-28.71917199,grassland
sa,Drakensberg,E,sa_3,sa_3_4,2400,28.89677798,-28.719058,grassland
sa,Drakensberg,E,sa_3,sa_3_3,2400,28.89683104,-28.71917199,grassland
sa,Drakensberg,E,sa_3,sa_3_5,2400,28.89677798,-28.719058,grassland
sa,Drakensberg,W,sa_3,sa_3_1,2400,28.89568004,-28.71877301,grassland
sa,Drakensberg,W,sa_3,sa_3_2,2400,28.89568004,-28.71877301,grassland
sa,Drakensberg,W,sa_3,sa_3_3,2400,28.89568004,-28.71877301,grassland
sa,Drakensberg,W,sa_3,sa_3_4,2400,28.89562304,-28.71863304,grassland
sa,Drakensberg,W,sa_3,sa_3_5,2400,28.89562304,-28.71863304,grassland
sa,Drakensberg,W,sa_2,sa_2_1,2200,28.89387399,-28.68038499,grassland
sa,Drakensberg,W,sa_2,sa_2_2,2200,28.89387399,-28.68038499,grassland
sa,Drakensberg,W,sa_2,sa_2_3,2200,28.89387399,-28.68038499,grassland
sa,Drakensberg,W,sa_2,sa_2_4,2200,28.89389,-28.68025297,grassland
sa,Drakensberg,W,sa_2,sa_2_5,2200,28.89389,-28.68025297,grassland
sa,Drakensberg,E,sa_2,sa_2_1,2200,28.89512901,-28.679927,grassland
sa,Drakensberg,E,sa_2,sa_2_2,2200,28.89512901,-28.679927,grassland
sa,Drakensberg,E,sa_2,sa_2_3,2200,28.89512901,-28.679927,grassland
sa,Drakensberg,E,sa_2,sa_2_4,2200,28.89510596,-28.67980203,grassland
sa,Drakensberg,E,sa_2,sa_2_5,2200,28.89510596,-28.67980203,grassland
sa,Drakensberg,E,sa_1,sa_1_1,2000,28.88308003,-28.66102003,grassland
sa,Drakensberg,E,sa_1,sa_1_2,2000,28.88308003,-28.66102003,grassland
sa,Drakensberg,E,sa_1,sa_1_3,2000,28.88308003,-28.66102003,grassland
sa,Drakensberg,E,sa_1,sa_1_4,2000,28.88308296,-28.66089203,grassland
sa,Drakensberg,E,sa_1,sa_1_5,2000,28.88308296,-28.66089203,grassland
sa,Drakensberg,W,sa_1,sa_1_1,2000,28.88263998,-28.66247102,grassland
sa,Drakensberg,W,sa_1,sa_1_2,2000,28.88263998,-28.66247102,grassland
sa,Drakensberg,W,sa_1,sa_1_3,2000,28.88263998,-28.66247102,grassland
sa,Drakensberg,W,sa_1,sa_1_4,2000,28.88277099,-28.66239801,grassland
sa,Drakensberg,W,sa_1,sa_1_5,2000,28.88277099,-28.66239801,grassland
