plot_id,functional_diversity_q0,functional_diversity_q1,functional_diversity_q2,functional_dispersion,cover_frac
CH_A17,1.36930228798246,1.25954685025796,1.21267738356775,0.0487203661577393,0.455062571103527
CH_A18,1.42200062673611,1.3326489757945,1.28592597576173,0.0524446178979482,0.454792043399638
CH_A19,1.89362193167195,1.71300593567642,1.6188998160627,0.096397221598782,0.397896581945662
CH_A20,1.60551479052603,1.43393346988919,1.36321644198553,0.0633455516849083,0.505513146734521
CH_A8,1.74267556999041,1.69371799509924,1.65114815594658,0.0977182765234967,0.534201954397394
CH_A9,1.29943782948392,1.24033228924257,1.20356804068857,0.0423657048806872,0.754155730533683
CH_M10,2.07207448198,1.93960692915533,1.86844761507078,0.108618586014452,0.259579728059332
CH_M11,2.29717568682542,2.27280588700759,2.25161771448005,0.137104563473874,0.172172172172172
CH_M12,2.07330745444457,2.03011440930636,1.99187373459596,0.118836461460536,0.116438356164384
CH_M13,2.15811620536645,1.92195831917932,1.78763567721376,0.106612945242963,0.181474480151229
CH_M14,2.19454192455788,2.17481760625315,2.15566496529528,0.130719459604861,0.201745877788555
CH_M15,1.87317648538657,1.744709940804,1.65454765759469,0.0959879316196984,0.147119341563786
CH_M16,2.01645269735309,1.84267712567314,1.73723022014059,0.098461938507371,0.172209026128266
CH_M17,2.0221962012003,1.95527293760891,1.90897827000045,0.112660123714819,0.25
CH_M18,2.29838247703925,2.02569087592668,1.87618080404081,0.122252893513773,0.0464504820333041
CH_M19,2.07584729689884,1.99810024641612,1.93587889176081,0.109090330140173,0.131868131868132
CH_M20,2.15995656113667,2.09513285885262,2.034262607383,0.118677917147146,0.232558139534884
CH_M8,1.9671137775797,1.90533138993408,1.86172350743392,0.104057868660077,0.155913978494624
CH_M9,1.81000572139241,1.70436329914094,1.64728331657143,0.0951138846416307,0.297644539614561
CH_L10,2.36126947519652,2.27205589408232,2.20369994495318,0.137494993546592,0.370245139475909
CH_L11,1.85340774062162,1.6753483397066,1.5735266458534,0.0936104138587382,0.476767676767677
CH_L12,1.57926602857377,1.51668412786941,1.46669737646142,0.0713847087542959,0.438311688311688
CH_L13,2.0820449762055,2.02890748283098,1.98884130891205,0.117170531120574,0.374087591240876
CH_L14,2.31458925399795,2.21911554923595,2.15687301099193,0.127505612977088,0.558690744920993
CH_L15,2.40000230670595,2.2939826718565,2.2131852061529,0.133782228254651,0.5032021957914
CH_L16,2.15531401853015,2.0386031975894,1.94343677389627,0.111776055834077,0.341504649196957
CH_L17,1.41406111680778,1.16351078327827,1.11669348557281,0.0298133775278996,0.740914419695193
CH_L18,1.45955949204168,1.34878553375291,1.29485851091904,0.0520299695237872,0.292173913043478
CH_L19,1.61659296140543,1.49849020473296,1.43802001517166,0.0717505203004069,0.381566820276498
CH_L20,1.5862302970405,1.47449651356472,1.40250836090682,0.0760103885286298,0.791304347826087
CH_L8,2.22900025588564,2.11111206226772,2.01409211334451,0.134607549199084,0.122259696458685
CH_L9,1.83990845536997,1.64809176051722,1.52738894403798,0.081466189124968,0.418269230769231
PE_QUE_B_3,3.10250048818791,2.94795858264056,2.83212871180313,0.157300724874564,0.966954022988506
PE_TRE_C_2,2.20983784851141,1.76356728949165,1.58582824453849,0.0955219388396483,0.997587454764777
PE_QUE_B_1,2.3577908175656,2.15958176192858,2.01897551853552,0.127722754461022,0.91588785046729
PE_QUE_B_5,2.82193242788432,2.47519510177116,2.25554683280274,0.140645601665622,0.920634920634921
PE_TRE_C_5,2.38875131271389,2.24091468646813,2.1489192469612,0.12656808462149,0.948997134670487
PE_TRE_C_3,2.79289818022534,2.4427862334861,2.25699152225603,0.136244551537129,0.995981630309988
PE_TRE_C_1,2.37040770911946,1.95476438001303,1.80513618681066,0.112512301987761,0.99456029011786
PE_ACJ_B_1,3.30834769336358,2.16285391949239,1.85600607871876,0.128998081176937,0.814363712725746
PE_ACJ_C_3,3.16312586279594,2.12191589055995,1.81495625418947,0.111636258446633,0.881707317073171
PE_TRE_C_4,2.45250043862247,2.11324690274113,1.97819019563724,0.122440519209615,0.997111218103033
PE_ACJ_B_3,3.0409772511386,2.51910751479635,2.26250227829613,0.143229341403106,0.977574750830565
PE_ACJ_B_5,2.73393807976051,2.21830640121733,2.0283895746782,0.127405456006811,0.907014681892333
PE_ACJ_C_4,2.77184733670477,2.0959464835783,1.83605376485111,0.117569291516998,0.986013986013986
PE_QUE_B_4,2.97493863628095,2.90724431585857,2.85362660167013,0.158270154473187,0.989169675090253
PE_WAY_B_4,2.2636509886124,1.73950230811878,1.57360491269348,0.0915712853783483,0.892323030907278
PE_WAY_B_2,2.72377099569827,1.5149226309136,1.34546819528703,0.0633223390208953,0.937031484257871
PE_WAY_B_1,4.80231786989524,3.04280271407005,2.46906106579868,0.151690541528575,0.717990275526742
PE_QUE_B_2,2.93085888983735,2.5921513946286,2.42181953697274,0.143409402357304,0.986856516976999
PE_WAY_B_3,3.56284526739891,2.81007442858879,2.54765432490972,0.143143407503325,0.832460732984293
PE_WAY_B_5,2.89808713862792,2.24682495427953,1.92198133245725,0.133251948111588,0.805100182149362
PE_PIL_B_3,2.49609873349614,2.09457854485426,1.89081671802278,0.120031516246831,1
PE_ACJ_B_2,3.57396013132416,2.32436610412274,1.98252138228623,0.13485619296769,0.994900849858357
PE_ACJ_C_2,4.12268018188834,2.14490441673246,1.7611264531664,0.121952617976947,1
PE_WAY_C_1,3.55446272021639,3.43965353674672,3.37344015504504,0.178367330890527,0.657120127287192
PE_WAY_C_5,3.21238652655735,2.6554914399851,2.37062032283844,0.142342234647256,0.87369985141159
PE_ACJ_C_5,2.67949456746875,2.26990444035686,2.04744594579536,0.12769170839276,0.988053758088601
PE_WAY_C_4,2.71659569751979,2.19112134288717,1.97956263939128,0.126818765532434,0.989637305699482
PE_WAY_C_3,2.71912122545199,2.28405456910219,2.0435902458712,0.122407068010918,0.744133719061395
PE_ACJ_C_1,4.04870743723863,2.76219756203263,2.27914574798924,0.15452901598384,0.915431875677629
PE_WAY_C_2,2.82113574879281,1.98389072971767,1.7042451000581,0.104612614722821,0.918552036199095
PE_PIL_C_4,2.57115886658121,2.14920934714735,1.92113845247254,0.120751857450538,1
PE_PIL_C_5,2.20065846802593,1.6919832107486,1.5100941539362,0.0867911058189028,0.874088291746641
PE_PIL_B_1,2.55237400402017,2.3834310312944,2.27514646597022,0.12857156168783,0.683559950556243
PE_PIL_B_2,2.07821212466036,1.55498312775283,1.38712101287884,0.0742026189692194,1
PE_PIL_B_5,2.76348104250604,2.04864047437387,1.8338654389231,0.10932236365225,0.891061452513967
PE_PIL_C_3,2.68005446350874,2.34488040137025,2.12851260745799,0.137485514166939,0.959016393442623
PE_PIL_BB_3,1.50356799408065,1.19639299323823,1.13928404941968,0.0336282587663593,0.994117647058824
PE_PIL_BB_1,2.50818470116686,1.67928452002914,1.47881581555305,0.087719217813365,0.972222222222222
PE_PIL_B_4,2.48453841614688,1.71514004910119,1.54202849112468,0.0913565188674078,1
PE_PIL_BB_2,2.16718115102778,1.59829855338387,1.38815344327507,0.0882258800064341,0.964071856287425
PE_PIL_C_2,2.14921948245572,1.41109108463546,1.26933570130934,0.0532187650760696,0.996341463414634
PE_PIL_C_1,2.31063943043231,2.022640898033,1.82568355106954,0.136239414046751,0.991769547325103
PE_PIL_BB_5,1.79546003673573,1.72351367545386,1.666921142745,0.0992431118648801,1
PE_ACJ_B_4,2.02712103884389,1.47518459889973,1.33556304500326,0.0627771596496092,0.996245306633292
PE_TRE_NB_5,2.15029525575301,2.022244848702,1.91615511527498,0.135260326894258,1
PE_TRE_NB_1,1.87849343772371,1.69459586490912,1.5957209352086,0.101128898622376,1
PE_TRE_NB_3,3.03891591327927,1.88930626053395,1.73485264008491,0.112245631124117,1
PE_TRE_NB_2,2.3716448596199,2.11680728542372,2.05257028028824,0.128816324406684,1
PE_TRE_NB_4,2.15794438547959,1.7848285776514,1.58543554071309,0.105635348736235,1
PE_ACJ_NB_3,2.04313572318555,1.8412437730589,1.78354008161415,0.114726856568921,0.984520123839009
PE_ACJ_NB_5,1.66373107009022,1.60640376373596,1.56815569084994,0.0845213055850634,0.993650793650794
PE_ACJ_NB_2,1.93904860105087,1.63882501988407,1.56795881432943,0.0875656685756221,0.996039603960396
PE_ACJ_NB_4,1.8210337847015,1.58006512324054,1.47991971588438,0.0920915215757401,0.971305595408895
PE_ACJ_NB_1,4.99024936088592,2.84264683608459,2.49257769759988,0.165692674781729,0.99438202247191
PE_ACJ_NB_General,1,1,1,,1
PE_OCC_C_1,3.09435805792003,2.7717639890454,2.55543844292709,0.148219323475107,1
PE_QUE_NB_2,2.5670928118585,2.42637720210823,2.32720310028956,0.12990649885439,0.954285714285714
PE_QUE_NB_1,2.4377805392354,2.26273477916451,2.15908925055793,0.124893018760654,0.932773109243698
PE_QUE_NB_4,2.51792461830448,2.3385919400725,2.21982820971824,0.133350996479541,1
PE_QUE_NB_3,2.69894397348113,2.47529744801354,2.31694367977157,0.144392592739265,1
PE_QUE_NB_5,2.83659041985999,2.74367500779893,2.66209514970574,0.146826994712589,0.984615384615385
SV_ITEXCAS_L7,1.50526021848556,1.44333432900597,1.40553488640201,0.0679971613336466,1
SV_ITEXDRY_L1,1.38885167875858,1.37306834486673,1.35874063339417,0.0647399381414351,1
SV_ITEXDRY_L9,1.36805342365754,1.36560437760278,1.36310309891286,0.0636717917464364,1
SV_ITEXDRY_L8,1.36918190828983,1.35611509497441,1.34461365158901,0.0597404672201733,1
SV_ITEXDRY_L5,1.38728922125458,1.36705627599796,1.351311915373,0.0595924987732659,1
SV_ITEXDRY_L10,1.62909895086344,1.62531071134869,1.62146350883088,0.0950822387310294,1
SV_ITEXDRY_L2,1.34471723450964,1.33103555345662,1.3192125966674,0.05688495280094,1
SV_ITEXDRY_L3,1.53115177653126,1.52527874072338,1.51946390986916,0.0830628935126606,1
SV_ITEXCAS_L4,1.76565313647536,1.76000586180761,1.754110958161,0.101050430057709,1
SV_ITEXCAS_L1,1.48635532411426,1.45295459365942,1.42539408618443,0.0798154199530087,1
SV_ITEXCAS_L8,1.76249901662501,1.74965348441387,1.73713175079414,0.0974174093850932,1
SV_ITEX8_LOTC,1,1,1,,1
SV_ITEXCAS_L5,1.86370880398139,1.85368612109008,1.84411468211452,0.111144419129409,1
SV_ITEXCAS_L9,1.4208389197775,1.38197689367599,1.35493034278772,0.0656145560453711,1
SV_ITEXCAS_L6,1.84987520231722,1.83983091135557,1.83014013745278,0.109377495086219,1
SV_ITEXCAS_L10,1.44958228306581,1.42194868752585,1.4035836380909,0.0676027843805994,1
SV_ITEXBIS_L5,1.59029956023942,1.57286479424563,1.55726496790712,0.0801554892986709,1
SV_ITEXDRY_L6,1.37654414881454,1.3734160600869,1.37032455389216,0.0626555748699406,1
SV_ITEXDRY_L4,1.50298713659273,1.49508607238981,1.48751082732705,0.0755054572657743,1
SV_ITEXBIS_L1,1.62909895086344,1.62531071134869,1.62146350883088,0.0950822387310294,1
SV_ITEXCAS_L3,1.35882301085092,1.32888381716458,1.30622937715965,0.0641746826782801,1
SV_ITEXBIS_L7,1.82347421377051,1.77342960840114,1.72802414520048,0.0925922035026498,1
SV_ITEXBIS_L9,1.62909895086344,1.62531071134869,1.62146350883088,0.0950822387310294,1
SV_ITEXBIS_L10,1.51009191962983,1.48971560500351,1.47211733943923,0.0712467971008698,1
SV_ITEXBIS_L4,1.54233943214212,1.52983324889432,1.51809368262673,0.0799364517074596,1
SV_ITEXBIS_L2,1.49009285647964,1.45016732269418,1.4202703585763,0.0653997753579746,1
SV_ITEXBIS_L8,1.38252786218995,1.37697238049437,1.37153244368438,0.0708571080033321,1
SV_ITEXBIS_L6,1.18114107049482,1.17805101784625,1.17504202030356,0.0360615780850864,1
SV_ITEXBIS_L3,1.5452634105787,1.52102198096445,1.49928978735043,0.0753361279992539,1
SV_ITEXDRY_L7,1.12657743639442,1.12065702370237,1.1153534265664,0.0288040446135047,1
SV_B5D,1.32898521581788,1.30153981625813,1.28057745578116,0.0552272807670969,1
SV_B5B,1.45384413262506,1.44987641059462,1.44612252056725,0.0755815498793038,1
SV_B5E,1.42455232314301,1.40302361212333,1.38433867058905,0.071537518113197,1
SV_B5A,1.40619729659615,1.39665822273525,1.38856734571448,0.0687998832017098,1
SV_B1G,1.23183258304545,1.22583266785198,1.22051116365298,0.0404254889879784,1
SV_B5F,1.2819290605783,1.27940228978648,1.27701265286773,0.0504258206437893,1
SV_B5G,1.47661192674723,1.46486947583091,1.45394184926396,0.0784320810478135,1
SV_B3C,1.03924111057181,1.03858967016949,1.03796527246123,0.0107166374073511,1
SV_B1F,1.08615366688391,1.08597874907407,1.08580368954114,0.020046021409414,1
SV_B3B,1.08391773059824,1.07659369451953,1.07085121886882,0.0172009513637593,1
SV_B3A,1.04410559861257,1.03994951973646,1.03674343486747,0.00834003995922751,1
SV_B2A,1.07129495266274,1.07012524315983,1.06903507910396,0.0176188005487738,1
SV_B2B,1.06880385897627,1.06568570407294,1.06292537235579,0.0149207086747013,1
SV_B2F,1.061343015095,1.05815084804938,1.05535330050163,0.0136068154295357,1
SV_B1A,1.23402596030209,1.23334251596966,1.23267096421464,0.0543461115675168,1
SV_B3F,1.04793269063354,1.04570404698372,1.04371690851564,0.0122721756550581,1
SV_B3D,1,1,1,,1
SV_B5C,1.33118120528886,1.32188899237223,1.31413981442489,0.0647971341554822,1
SV_B2C,1.05930710652193,1.05615899650786,1.05340534945764,0.0142139499709931,1
SV_B2G,1.08299790541674,1.07630549328221,1.07091404957869,0.0185033708428465,1
SV_B1D,1.14983359358193,1.14843741512478,1.14712091506819,0.0302374241461503,1
SV_B1E,1.18758546512153,1.18156069566183,1.17643511709708,0.0333391625604427,1
SV_B1B,1.14261684886166,1.13770569321758,1.13344666995143,0.0291414543416214,1
SV_B1C,1.11571049961058,1.11321177761433,1.11090122642519,0.0242830604211336,1
SV_B2D,1.0166947946612,1.01564310654449,1.01474273405959,0.00425673800036702,1
SV_B2E,1.05791088850455,1.05741770689008,1.05693416271458,0.0150700802031052,1
SV_B3G,1.06913586373638,1.06671333286467,1.06449148577711,0.0177506814208599,1
SV_B4E,1.01388287362437,1.01346935619084,1.01308610833459,0.00378459133172804,1
SV_B4D,1.06224908288086,1.06126723774787,1.06032423918361,0.0161399054215778,1
SV_B4C,1.12560931683084,1.11721859724605,1.11059457689377,0.0247255009410229,1
SV_B4A,1.0244076542488,1.02310901280627,1.0219769799708,0.00607142691889676,1
SV_B4B,1.0128373343227,1.01244805135741,1.01208775842832,0.00349931017382894,1
SV_B4G,1.02297250901067,1.02219928290025,1.02149031930627,0.00607419124524823,1
SV_B4F,1.0187667485554,1.01825504055961,1.01777773469654,0.00511774112922482,1
SV_B3E,1.05305191554736,1.05178611125297,1.05061771319561,0.0133315089560393,1
SV_C6A,1.02551356842252,1.0246391282358,1.02383797256317,0.00673591294267334,1
SV_C2E,2.15709567581506,2.14073993896354,2.12555914756425,0.136411735513792,1
SV_C2G,1.29804669548189,1.28434741289654,1.27221699912131,0.0484397548818959,1
SV_C2D,1.46824589563759,1.44047222979003,1.41578429453108,0.0724557890877616,1
SV_C2F,1.73330737508438,1.67843515064065,1.63774786485921,0.0914251105670768,1
SV_C2B,1.58755880590814,1.52170085076771,1.47057662564618,0.0849212488455975,1
SV_C2C,1.67005921140131,1.64184547668475,1.61747791195942,0.0854712481393221,1
SV_C2A,1.46214646544435,1.36413313912531,1.30418518183351,0.0588726655357441,1
SV_C5C,1.3841641585261,1.36265177152316,1.34424105601788,0.0616415853203527,1
SV_C3C,1.30741868222896,1.30339252596011,1.29968021378409,0.0563404541799453,1
SV_C7B,1.40057000525803,1.35518297790465,1.31896861405718,0.0493166436024045,1
SV_C6D,1.08817329330999,1.08489155983733,1.08192597389949,0.018917944933664,1
SV_C3A,1.37593083929585,1.34806654776953,1.33218675766709,0.0624758786470707,1
SV_C1F,1.36277942046523,1.33051747091059,1.30370496727188,0.0571017850328089,1
SV_C7C,1.1635572269804,1.1386401116807,1.12303790248168,0.0276144775496579,1
SV_C6C,1.16020403680209,1.14976898150024,1.14130029033017,0.0309620654041542,1
SV_C6B,1.08486288324556,1.08027486862546,1.07644748238777,0.0173556202977824,1
SV_C3G,1.29085220242147,1.28380496545109,1.2782567165827,0.056568023326947,1
SV_C3B,1.27097191747044,1.26429369012868,1.25836527362477,0.045016311841852,1
SV_C5F,1.64574051798327,1.62710790481271,1.60977190640303,0.0819668855642137,1
SV_C3E,1.31473711303073,1.29511985778499,1.28050394014787,0.045174080528019,1
SV_C3F,1.50260102034389,1.46170539768623,1.43568937495708,0.0740654324636531,1
SV_C5B,1.28422276446269,1.26914085609473,1.25675867683561,0.0532591929842666,1
SV_C4G,1.60402890388591,1.57524344214356,1.55273348016293,0.0795511336368004,1
SV_C4D,1.26601645573947,1.22934784275691,1.20402934796603,0.0455843095219872,1
SV_C4F,1.58109931853591,1.57715282769448,1.5732260296888,0.0856303516115854,1
SV_C4C,1.28715688666269,1.2836804749747,1.28059993909576,0.0566829282431995,1
SV_C5A,1.08352151705086,1.07828501456384,1.07378144999522,0.0189027151609001,1
SV_C1A,1.22083028533243,1.21759453556468,1.21452109827379,0.0446692371339028,1
SV_C1C,1.18428337675036,1.17410484326793,1.16637661556074,0.0338504596079375,1
SV_C3D,1.20858779034514,1.18875080997636,1.17324456698314,0.0409093886483855,1
SV_C5D,1.36355514474541,1.35307461157376,1.34373691379613,0.0661987659306334,1
SV_C5E,1.38158415124554,1.36687281020456,1.35365144169456,0.0639403433587348,1
SV_C7A,1.39976064965722,1.39897914825392,1.3981912097873,0.0729050430105862,1
SV_C7D,1.40400228880165,1.38789252454405,1.37307673813259,0.0729704767237713,1
SV_C6F,1.14546971091273,1.14358860647145,1.1418240686133,0.0302860974111907,1
SV_C1B,1.18742308154447,1.18615684834566,1.18494093336709,0.0405988974450379,1
SV_C6E,1.10604117975709,1.10349778005317,1.10114199322496,0.0232184450919048,1
SV_C6G,1.41208564161545,1.39582712269392,1.38454762382642,0.0631450242929101,1
SV_C4B,1.65000418182932,1.64010821563583,1.63117336677151,0.0915857099564821,1
SV_C1G,1.12348108900038,1.10967458910774,1.09979673047049,0.019357950753573,1
SV_C5G,1.89683568241496,1.67541150271762,1.58584796575435,0.0806483793041784,1
SV_C4A,1.21706504739754,1.21706504739754,1.21706504739754,0.0522553723217677,1
SV_C1D,1.1029577808563,1.08986033133951,1.08131261058968,0.0156102362928844,1
SV_C1E,1.34924431350083,1.29247712098186,1.25519446025469,0.0582390450484906,1
SV_C4E,1.44329358335115,1.41946315473715,1.39931107755833,0.067729752235144,1
NO_Hog_TTC 115,1.65165263413573,1.63174041345327,1.61364866675584,0.0810198997045721,1
NO_Hog_TTC 101,1.90086919517462,1.87700753485529,1.8550276457238,0.10142704013438,1
NO_Vik_TTC 146,1.86723792037883,1.83561633566706,1.80714880230486,0.0944887245448082,1
NO_Hog_TTC 110,1.76015574661129,1.74694794106699,1.73433009116289,0.0951952232238659,1
NO_Vik_TTC 141,1.82898508559462,1.79214724227963,1.76141999176586,0.0938458542642188,1
NO_Lia_27 AN3C 27,1.43448676933698,1.42382091145207,1.41429109759682,0.0618588608447288,1
NO_Lia_4 AN1C 4,1.48885343765197,1.4627486923863,1.44288274640992,0.0682390427650088,1
NO_Lia_31 AN3N 31,1.80733396529578,1.77421373404956,1.74519956172625,0.091144843786115,1
NO_Lia_79 AN2N 79,1.59354481780452,1.5724662729479,1.55450557111497,0.0776654087382046,1
NO_Lia_7 AN1N 7,1.59199875900115,1.58092498795265,1.57063502176026,0.0784026551606726,1
NO_Lia_77 AN2C 77,1.45937812383712,1.43720308580664,1.4196156122455,0.0676966519726626,1
NO_Joa_81 AN1C 81,1.9575258196866,1.93668886222108,1.9170504375622,0.11014287750513,1
NO_Joa_109 AN3C 109,2.05980272451465,2.03783378448423,2.01789052464593,0.120643329145931,1
NO_Joa_88 AN1N 88,1.90630275174062,1.88075151723528,1.85977958778399,0.10409925342952,1
NO_Joa_156 AN2C 156,1.87618712594087,1.59517408223496,1.49373146367325,0.0776219299876977,1
NO_Joa_111 AN3N 111,1.88613730115215,1.85446279116793,1.82745455024471,0.102142901437319,1
NO_Joa_160 AN2N 160,2.26184104836183,2.16830692726681,2.10027545983206,0.12436778991108,1
US_cbt1,2.77404586207977,2.58346530304949,2.44276036553925,0.184545053232748,1
US_cbt2,2.24946563784271,2.19555796927543,2.15009373309695,0.131316440066657,1
US_cbt3,3.00376978874492,2.84061579427335,2.70557725005179,0.171735740992271,1
US_cbt4,3.1725564627919,2.87237977190385,2.6564424651555,0.144312988306871,1
US_cbt5,2.30842390051859,2.20460972229068,2.1229610749299,0.132252826378662,1
US_road1,4.12401783429969,4.03041954702112,3.93762405698526,0.19161170849256,1
US_road2,3.72460169843537,3.61545317093123,3.50808902488738,0.178152627764519,1
US_road3,2.13398432421844,2.11134523808992,2.08986933571547,0.130581838930602,1
US_road4,2.05302044354598,2.01747364376011,1.98491286539729,0.130296387016984,1
US_road5,3.47992367736839,3.26692629704749,3.08079243146074,0.391415378087617,1
US_pbm5,2.95110792753408,2.95090652894204,2.95070624858973,0.18743300692966,1
US_pbm4,3.77790906070041,3.7713754103249,3.76485305947686,0.304571447862816,1
US_pbm3,1,1,1,,1
US_pbm2,2.84966463529807,2.84771541653688,2.84580104254718,0.462730215785439,1
US_pbm1,2,2,2,0.570935028538707,1
US_pfeiler1,1.98926738442874,1.98036297919117,1.97153266237657,0.121082754673658,1
US_pfeiler2,4.42814494833729,4.16011075617983,3.94379362685094,0.595594591534037,1
US_pfeiler3,5.70511087263848,5.70069842216042,5.69631896571549,0.642096183840819,1
US_pfeiler4,1.95775226967635,1.95562345660912,1.95347473686408,0.123794195868659,1
US_pfeiler5,2.93879819278853,2.89541762237358,2.85803336728993,0.157680195150284,1
US_almont2,1.06633831648292,1.06633831648292,1.06633831648292,0.0182273809454889,1
US_almont3,1.52462777495179,1.52462777495179,1.52462777495179,0.100818978150757,1
US_almont4,1.52462777495179,1.52462777495179,1.52462777495179,0.100818978150757,1
US_almont5,1,1,1,0,1
SA_2000east4,1.49913156769891,1.47907624399111,1.46432033723873,0.076347943526631,1
SA_2000west1,1.91175376848023,1.81844090695016,1.75622654058426,0.0987294500501197,1
SA_2000west3,1.81014866444022,1.76970199816418,1.73970931373172,0.0933931891544603,1
SA_2200west1,2.0668885208524,1.80946357474641,1.73693001001676,0.0964657246010643,1
SA_2200west2,2.39319469393969,1.86178096473404,1.7274036562467,0.0977669399473986,1
SA_2200east2,2.02395701545879,1.83258912732009,1.7443631836836,0.0964068481258519,1
SA_2200east1,2.74905287150784,2.3698875413786,2.19392464605581,0.124703878675122,1
SA_2000west2,1.52783730033385,1.50828576454419,1.49392722678563,0.074739612543647,1
SA_2000west4,1.76842224828277,1.70219234421555,1.65923263106351,0.0926091117648309,1
SA_2000west5,1.54279753635012,1.51306831309331,1.48912945458963,0.070581214447163,1
SA_2000east3,1.36874515215922,1.35640481714323,1.34576127068127,0.0561402430159812,1
SA_2000east5,1.49446811439981,1.45762436827935,1.43276930585954,0.0662009223458717,1
SA_2200east3,2.82661174467366,2.10450733232688,1.85785518054246,0.110387729974488,1
SA_2000east2,1.43192141785669,1.40974729657937,1.39178556445963,0.0616440040496044,0.988372093023256
SA_2200west5,1.86365294753924,1.81574239314804,1.78032129110778,0.0966311309607448,1
SA_2200east4,2.84225053921037,1.987313248254,1.76376823231905,0.100751834436919,1
SA_2000east1,1.49178963439547,1.46993069065534,1.45258882236505,0.0675138208827301,1
SA_2200east5,2.50407075249772,1.95482469181809,1.8393161195103,0.102827954336908,1
SA_2200west4,2.96279674722169,1.64715728363234,1.50641369681528,0.0819303383722677,1
SA_2200west3,2.13655187399761,1.63659277555212,1.54641526752243,0.0827467891552458,1
