Year,Date,Gradient,Site,PlotID,Variable,Value,Elevation_m,Latitude_N,Longitude_E
2018,2018-07-21,B,3,D,Vascular,35,114.6,78.238,15.35
2018,2018-07-21,B,3,D,Bryophytes,80,114.6,78.238,15.35
2018,2018-07-21,B,3,D,Lichen_soil,3,114.6,78.238,15.35
2018,2018-07-21,B,3,D,Lichen_rock,2,114.6,78.238,15.35
2018,2018-07-21,B,3,D,Rock,15,114.6,78.238,15.35
2018,2018-07-21,B,3,D,BareGround,1,114.6,78.238,15.35
2018,2018-07-21,B,3,D,BioCrust,1,114.6,78.238,15.35
2018,2018-07-21,B,3,D,Litter,2,114.6,78.238,15.35
2018,2018-07-21,B,3,E,MedianHeight_cm,2.5,114.6,78.238,15.35
2018,2018-07-21,B,3,E,MaxHeight_cm,8.5,114.6,78.238,15.35
2018,2018-07-21,B,3,E,Vascular,30,114.6,78.238,15.35
2018,2018-07-21,B,3,E,Bryophytes,95,114.6,78.238,15.35
2018,2018-07-21,B,3,E,Lichen_soil,5,114.6,78.238,15.35
2018,2018-07-21,B,3,E,Lichen_rock,0,114.6,78.238,15.35
2018,2018-07-21,B,3,E,Rock,2,114.6,78.238,15.35
2018,2018-07-21,B,3,E,BareGround,0.5,114.6,78.238,15.35
2018,2018-07-21,B,3,E,BioCrust,0.5,114.6,78.238,15.35
2018,2018-07-21,B,3,E,Litter,2,114.6,78.238,15.35
2018,2018-07-21,B,3,F,MedianHeight_cm,2,114.6,78.238,15.35
2018,2018-07-21,B,3,F,MaxHeight_cm,9.5,114.6,78.238,15.35
2018,2018-07-21,B,3,F,Vascular,50,114.6,78.238,15.35
2018,2018-07-21,B,3,F,Bryophytes,80,114.6,78.238,15.35
2018,2018-07-21,B,3,F,Lichen_soil,3,114.6,78.238,15.35
2018,2018-07-21,B,3,F,Lichen_rock,1,114.6,78.238,15.35
2018,2018-07-21,B,3,F,Rock,20,114.6,78.238,15.35
2018,2018-07-21,B,3,F,BareGround,1,114.6,78.238,15.35
2018,2018-07-21,B,3,F,BioCrust,NA,114.6,78.238,15.35
2018,2018-07-21,B,3,F,Litter,4,114.6,78.238,15.35
2018,2018-07-21,B,3,G,MedianHeight_cm,3,114.6,78.238,15.35
2018,2018-07-21,B,3,G,MaxHeight_cm,11.5,114.6,78.238,15.35
2018,2018-07-21,B,3,G,Vascular,60,114.6,78.238,15.35
2018,2018-07-21,B,3,G,Bryophytes,98,114.6,78.238,15.35
2018,2018-07-21,B,3,G,Lichen_soil,10,114.6,78.238,15.35
2018,2018-07-21,B,3,G,Lichen_rock,0,114.6,78.238,15.35
2018,2018-07-21,B,3,G,Rock,1,114.6,78.238,15.35
2018,2018-07-21,B,3,G,BareGround,0,114.6,78.238,15.35
2018,2018-07-21,B,3,G,BioCrust,0.5,114.6,78.238,15.35
2018,2018-07-21,B,3,G,Litter,5,114.6,78.238,15.35
2018,2018-07-20,B,4,A,MedianHeight_cm,1,140.9,78.238,15.352
2018,2018-07-20,B,4,A,MaxHeight_cm,6.5,140.9,78.238,15.352
2018,2018-07-20,B,4,A,Vascular,50,140.9,78.238,15.352
2018,2018-07-20,B,4,A,Bryophytes,95,140.9,78.238,15.352
2018,2018-07-20,B,4,A,Lichen_soil,7,140.9,78.238,15.352
2018,2018-07-20,B,4,A,Lichen_rock,0.5,140.9,78.238,15.352
2018,2018-07-20,B,4,A,Rock,5,140.9,78.238,15.352
2018,2018-07-20,B,4,A,BareGround,5,140.9,78.238,15.352
2018,2018-07-20,B,4,A,BioCrust,0.1,140.9,78.238,15.352
2018,2018-07-20,B,4,A,Litter,0.5,140.9,78.238,15.352
2018,2018-07-20,B,4,B,MedianHeight_cm,1,140.9,78.238,15.352
2018,2018-07-20,B,4,B,MaxHeight_cm,7.2,140.9,78.238,15.352
2018,2018-07-20,B,4,B,Vascular,40,140.9,78.238,15.352
2018,2018-07-20,B,4,B,Bryophytes,90,140.9,78.238,15.352
2018,2018-07-20,B,4,B,Lichen_soil,8,140.9,78.238,15.352
2018,2018-07-20,B,4,B,Lichen_rock,3,140.9,78.238,15.352
2018,2018-07-20,B,4,B,Rock,5,140.9,78.238,15.352
2018,2018-07-20,B,4,B,BareGround,6,140.9,78.238,15.352
2018,2018-07-20,B,4,B,BioCrust,0.1,140.9,78.238,15.352
2018,2018-07-20,B,4,B,Litter,0.1,140.9,78.238,15.352
2018,2018-07-20,B,4,C,MedianHeight_cm,3,140.9,78.238,15.352
2018,2018-07-20,B,4,C,MaxHeight_cm,15.2,140.9,78.238,15.352
2018,2018-07-20,B,4,C,Vascular,65,140.9,78.238,15.352
2018,2018-07-20,B,4,C,Bryophytes,90,140.9,78.238,15.352
2018,2018-07-20,B,4,C,Lichen_soil,4,140.9,78.238,15.352
2018,2018-07-20,B,4,C,Lichen_rock,3,140.9,78.238,15.352
2018,2018-07-20,B,4,C,Rock,8,140.9,78.238,15.352
2018,2018-07-20,B,4,C,BareGround,5,140.9,78.238,15.352
2018,2018-07-20,B,4,C,BioCrust,0.5,140.9,78.238,15.352
2018,2018-07-20,B,4,C,Litter,1,140.9,78.238,15.352
2018,2018-07-20,B,4,D,MedianHeight_cm,2.5,140.9,78.238,15.352
2018,2018-07-20,B,4,D,MaxHeight_cm,11,140.9,78.238,15.352
2018,2018-07-20,B,4,D,Vascular,50,140.9,78.238,15.352
2018,2018-07-20,B,4,D,Bryophytes,85,140.9,78.238,15.352
2018,2018-07-20,B,4,D,Lichen_soil,6,140.9,78.238,15.352
2018,2018-07-20,B,4,D,Lichen_rock,0.5,140.9,78.238,15.352
2018,2018-07-20,B,4,D,Rock,5,140.9,78.238,15.352
2018,2018-07-20,B,4,D,BareGround,3,140.9,78.238,15.352
2018,2018-07-20,B,4,D,BioCrust,0.1,140.9,78.238,15.352
2018,2018-07-20,B,4,D,Litter,1,140.9,78.238,15.352
2018,2018-07-20,B,4,E,MedianHeight_cm,2,140.9,78.238,15.352
2018,2018-07-20,B,4,E,MaxHeight_cm,12,140.9,78.238,15.352
2018,2018-07-20,B,4,E,Vascular,60,140.9,78.238,15.352
2018,2018-07-20,B,4,E,Bryophytes,95,140.9,78.238,15.352
2018,2018-07-20,B,4,E,Lichen_soil,2,140.9,78.238,15.352
2018,2018-07-20,B,4,E,Lichen_rock,NA,140.9,78.238,15.352
2018,2018-07-20,B,4,E,Rock,15,140.9,78.238,15.352
2018,2018-07-20,B,4,E,BareGround,3,140.9,78.238,15.352
2018,2018-07-20,B,4,E,BioCrust,0.5,140.9,78.238,15.352
2018,2018-07-20,B,4,E,Litter,5,140.9,78.238,15.352
2018,2018-07-20,B,4,F,MedianHeight_cm,1,140.9,78.238,15.352
2018,2018-07-20,B,4,F,MaxHeight_cm,7,140.9,78.238,15.352
2018,2018-07-20,B,4,F,Vascular,70,140.9,78.238,15.352
2018,2018-07-20,B,4,F,Bryophytes,98,140.9,78.238,15.352
2018,2018-07-20,B,4,F,Lichen_soil,4,140.9,78.238,15.352
2018,2018-07-20,B,4,F,Lichen_rock,0.1,140.9,78.238,15.352
2018,2018-07-20,B,4,F,Rock,0.5,140.9,78.238,15.352
2018,2018-07-20,B,4,F,BareGround,0.5,140.9,78.238,15.352
2018,2018-07-20,B,4,F,BioCrust,0.1,140.9,78.238,15.352
2018,2018-07-20,B,4,F,Litter,1,140.9,78.238,15.352
2018,2018-07-20,B,4,G,MedianHeight_cm,1.5,140.9,78.238,15.352
2018,2018-07-20,B,4,G,MaxHeight_cm,13,140.9,78.238,15.352
2018,2018-07-20,B,4,G,Vascular,55,140.9,78.238,15.352
2018,2018-07-20,B,4,G,Bryophytes,90,140.9,78.238,15.352
2018,2018-07-20,B,4,G,Lichen_soil,5,140.9,78.238,15.352
2018,2018-07-20,B,4,G,Lichen_rock,0.1,140.9,78.238,15.352
2018,2018-07-20,B,4,G,Rock,5,140.9,78.238,15.352
2018,2018-07-20,B,4,G,BareGround,0.1,140.9,78.238,15.352
2018,2018-07-20,B,4,G,BioCrust,0.1,140.9,78.238,15.352
2018,2018-07-20,B,4,G,Litter,8,140.9,78.238,15.352
2018,2018-07-20,B,5,A,MedianHeight_cm,4,201.6,78.237,15.354
2018,2018-07-20,B,5,A,MaxHeight_cm,13,201.6,78.237,15.354
2018,2018-07-20,B,5,A,Vascular,35,201.6,78.237,15.354
2018,2018-07-20,B,5,A,Bryophytes,85,201.6,78.237,15.354
2018,2018-07-20,B,5,A,Lichen_soil,3,201.6,78.237,15.354
2018,2018-07-20,B,5,A,Lichen_rock,4,201.6,78.237,15.354
2018,2018-07-20,B,5,A,Rock,10,201.6,78.237,15.354
2018,2018-07-20,B,5,A,BareGround,0.5,201.6,78.237,15.354
2018,2018-07-20,B,5,A,BioCrust,NA,201.6,78.237,15.354
2018,2018-07-20,B,5,A,Litter,0.1,201.6,78.237,15.354
2018,2018-07-20,B,5,B,MedianHeight_cm,7,201.6,78.237,15.354
2018,2018-07-20,B,5,B,MaxHeight_cm,13,201.6,78.237,15.354
2018,2018-07-20,B,5,B,Vascular,30,201.6,78.237,15.354
2018,2018-07-20,B,5,B,Bryophytes,75,201.6,78.237,15.354
2018,2018-07-20,B,5,B,Lichen_soil,0.5,201.6,78.237,15.354
2018,2018-07-20,B,5,B,Lichen_rock,1,201.6,78.237,15.354
2018,2018-07-20,B,5,B,Rock,20,201.6,78.237,15.354
2018,2018-07-20,B,5,B,BareGround,0.1,201.6,78.237,15.354
2018,2018-07-20,B,5,B,BioCrust,0,201.6,78.237,15.354
2018,2018-07-20,B,5,B,Litter,0.5,201.6,78.237,15.354
2018,2018-07-21,B,5,C,MedianHeight_cm,7,201.6,78.237,15.354
2018,2018-07-21,B,5,C,MaxHeight_cm,10,201.6,78.237,15.354
2018,2018-07-21,B,5,C,Vascular,30,201.6,78.237,15.354
2018,2018-07-21,B,5,C,Bryophytes,85,201.6,78.237,15.354
2018,2018-07-21,B,5,C,Lichen_soil,1,201.6,78.237,15.354
2018,2018-07-21,B,5,C,Lichen_rock,0,201.6,78.237,15.354
2018,2018-07-21,B,5,C,Rock,12,201.6,78.237,15.354
2018,2018-07-21,B,5,C,BareGround,2,201.6,78.237,15.354
2018,2018-07-21,B,5,C,BioCrust,0,201.6,78.237,15.354
2018,2018-07-21,B,5,C,Litter,0.5,201.6,78.237,15.354
2018,2018-07-20,B,5,D,MedianHeight_cm,4,201.6,78.237,15.354
2018,2018-07-20,B,5,D,MaxHeight_cm,8,201.6,78.237,15.354
2018,2018-07-20,B,5,D,Vascular,40,201.6,78.237,15.354
2018,2018-07-20,B,5,D,Bryophytes,35,201.6,78.237,15.354
2018,2018-07-20,B,5,D,Lichen_soil,1,201.6,78.237,15.354
2018,2018-07-20,B,5,D,Lichen_rock,NA,201.6,78.237,15.354
2018,2018-07-20,B,5,D,Rock,45,201.6,78.237,15.354
2018,2018-07-20,B,5,D,BareGround,3,201.6,78.237,15.354
2018,2018-07-20,B,5,D,BioCrust,NA,201.6,78.237,15.354
2018,2018-07-20,B,5,D,Litter,1,201.6,78.237,15.354
2018,2018-07-21,B,5,E,MedianHeight_cm,3,201.6,78.237,15.354
2018,2018-07-21,B,5,E,MaxHeight_cm,10,201.6,78.237,15.354
2018,2018-07-21,B,5,E,Vascular,40,201.6,78.237,15.354
2018,2018-07-21,B,5,E,Bryophytes,35,201.6,78.237,15.354
2018,2018-07-21,B,5,E,Lichen_soil,0.1,201.6,78.237,15.354
2018,2018-07-21,B,5,E,Lichen_rock,3,201.6,78.237,15.354
2018,2018-07-21,B,5,E,Rock,30,201.6,78.237,15.354
2018,2018-07-21,B,5,E,BareGround,0.1,201.6,78.237,15.354
2018,2018-07-21,B,5,E,BioCrust,0,201.6,78.237,15.354
2018,2018-07-21,B,5,E,Litter,0.1,201.6,78.237,15.354
2018,2018-07-21,B,5,F,MedianHeight_cm,5,201.6,78.237,15.354
2018,2018-07-21,B,5,F,MaxHeight_cm,11,201.6,78.237,15.354
2018,2018-07-21,B,5,F,Vascular,15,201.6,78.237,15.354
2018,2018-07-21,B,5,F,Bryophytes,90,201.6,78.237,15.354
2018,2018-07-21,B,5,F,Lichen_soil,0,201.6,78.237,15.354
2018,2018-07-21,B,5,F,Lichen_rock,0,201.6,78.237,15.354
2018,2018-07-21,B,5,F,Rock,7,201.6,78.237,15.354
2018,2018-07-21,B,5,F,BareGround,2,201.6,78.237,15.354
2018,2018-07-21,B,5,F,BioCrust,0,201.6,78.237,15.354
2018,2018-07-21,B,5,F,Litter,1,201.6,78.237,15.354
2018,2018-07-20,B,5,G,MedianHeight_cm,0.5,201.6,78.237,15.354
2018,2018-07-20,B,5,G,MaxHeight_cm,13,201.6,78.237,15.354
2018,2018-07-20,B,5,G,Vascular,35,201.6,78.237,15.354
2018,2018-07-20,B,5,G,Bryophytes,85,201.6,78.237,15.354
2018,2018-07-20,B,5,G,Lichen_soil,0,201.6,78.237,15.354
2018,2018-07-20,B,5,G,Lichen_rock,4,201.6,78.237,15.354
2018,2018-07-20,B,5,G,Rock,12,201.6,78.237,15.354
2018,2018-07-20,B,5,G,BareGround,1,201.6,78.237,15.354
2018,2018-07-20,B,5,G,BioCrust,0,201.6,78.237,15.354
2018,2018-07-20,B,5,G,Litter,1,201.6,78.237,15.354
2018,2018-07-18,C,1,A,MedianHeight_cm,0.5,3,78.213,15.703
2018,2018-07-18,C,1,A,MaxHeight_cm,4.7,3,78.213,15.703
2018,2018-07-18,C,1,A,Vascular,35,3,78.213,15.703
2018,2018-07-18,C,1,A,Bryophytes,60,3,78.213,15.703
2018,2018-07-18,C,1,A,Lichen_soil,0.1,3,78.213,15.703
2018,2018-07-18,C,1,A,Lichen_rock,NA,3,78.213,15.703
2018,2018-07-18,C,1,A,Rock,0,3,78.213,15.703
2018,2018-07-18,C,1,A,BareGround,0.1,3,78.213,15.703
2018,2018-07-18,C,1,A,BioCrust,30,3,78.213,15.703
2018,2018-07-18,C,1,A,Litter,2,3,78.213,15.703
2018,2018-07-18,C,1,B,MedianHeight_cm,0.5,3,78.213,15.703
2018,2018-07-18,C,1,B,MaxHeight_cm,4.7,3,78.213,15.703
2018,2018-07-18,C,1,B,Vascular,30,3,78.213,15.703
2018,2018-07-18,C,1,B,Bryophytes,50,3,78.213,15.703
2018,2018-07-18,C,1,B,Lichen_soil,0.5,3,78.213,15.703
2018,2018-07-18,C,1,B,Lichen_rock,NA,3,78.213,15.703
2018,2018-07-18,C,1,B,Rock,0.1,3,78.213,15.703
2018,2018-07-18,C,1,B,BareGround,0.1,3,78.213,15.703
2018,2018-07-18,C,1,B,BioCrust,30,3,78.213,15.703
2018,2018-07-18,C,1,B,Litter,1,3,78.213,15.703
2018,2018-07-18,C,1,C,MedianHeight_cm,0.5,3,78.213,15.703
2018,2018-07-18,C,1,C,MaxHeight_cm,4.8,3,78.213,15.703
2018,2018-07-18,C,1,C,Vascular,40,3,78.213,15.703
2018,2018-07-18,C,1,C,Bryophytes,25,3,78.213,15.703
2018,2018-07-18,C,1,C,Lichen_soil,0.1,3,78.213,15.703
