Year,Date,Gradient,Site,PlotID,Taxon,Cover,Fertile,Weather,Elevation_m,Longitude_E,Latitude_N
2018,2018-07-21,B,3,F,luzula confusa,0.1,1,NA,82.3598403930664,15.349552913908733,78.2381628480823
2018,2018-07-21,B,3,F,poa arctica,5,1,NA,82.3598403930664,15.349552913908733,78.2381628480823
2018,2018-07-21,B,3,F,salix polaris,45,0,NA,82.3598403930664,15.349552913908733,78.2381628480823
2018,2018-07-21,B,3,G,luzula confusa,20,1,NA,81.28936767578125,15.349430228395944,78.23812458718578
2018,2018-07-21,B,3,G,poa arctica,10,1,NA,81.28936767578125,15.349430228395944,78.23812458718578
2018,2018-07-21,B,3,G,salix polaris,55,1,NA,81.28936767578125,15.349430228395944,78.23812458718578
2018,2018-07-21,B,3,G,stellaria longipes,1,1,NA,81.28936767578125,15.349430228395944,78.23812458718578
2018,2018-07-20,B,4,A,alopecurus ovatus,0.5,0,NA,111.76399993896484,15.352103617885566,78.23807400100912
2018,2018-07-20,B,4,A,cerastium arcticum,0.5,1,NA,111.76399993896484,15.352103617885566,78.23807400100912
2018,2018-07-20,B,4,A,luzula confusa,1,0,NA,111.76399993896484,15.352103617885566,78.23807400100912
2018,2018-07-20,B,4,A,poa arctica,2,0,NA,111.76399993896484,15.352103617885566,78.23807400100912
2018,2018-07-20,B,4,A,salix polaris,50,1,NA,111.76399993896484,15.352103617885566,78.23807400100912
2018,2018-07-20,B,4,B,festuca rubra,0.5,0,NA,113.43753051757812,15.351992665067044,78.23804316841228
2018,2018-07-20,B,4,B,luzula confusa,2,1,NA,113.43753051757812,15.351992665067044,78.23804316841228
2018,2018-07-20,B,4,B,salix polaris,40,1,NA,113.43753051757812,15.351992665067044,78.23804316841228
2018,2018-07-20,B,4,C,alopecurus ovatus,10,0,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,bistorta vivipara,0.5,1,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,cerastium arcticum,3,1,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,festuca rubra,0.5,0,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,luzula confusa,3,1,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,poa arctica,2,1,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,salix polaris,55,1,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,saxifraga cespitosa,0.1,0,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,stellaria longipes,1,1,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,D,alopecurus ovatus,7,0,NA,111.76399993896484,15.3520071830973,78.23810653861187
2018,2018-07-20,B,4,D,luzula confusa,5,1,NA,111.76399993896484,15.3520071830973,78.23810653861187
2018,2018-07-20,B,4,D,potentilla hyparctica,0.5,0,NA,111.76399993896484,15.3520071830973,78.23810653861187
2018,2018-07-20,B,4,D,salix polaris,40,1,NA,111.76399993896484,15.3520071830973,78.23810653861187
2018,2018-07-20,B,4,D,stellaria longipes,0.5,1,NA,111.76399993896484,15.3520071830973,78.23810653861187
2018,2018-07-20,B,4,E,cerastium arcticum,0.5,0,NA,111.76399993896484,15.351926243255877,78.23808279921417
2018,2018-07-20,B,4,E,luzula confusa,3,1,NA,111.76399993896484,15.351926243255877,78.23808279921417
2018,2018-07-20,B,4,E,poa arctica,0.5,0,NA,111.76399993896484,15.351926243255877,78.23808279921417
2018,2018-07-20,B,4,E,salix polaris,55,1,NA,111.76399993896484,15.351926243255877,78.23808279921417
2018,2018-07-20,B,4,E,stellaria longipes,0.5,0,NA,111.76399993896484,15.351926243255877,78.23808279921417
2018,2018-07-20,B,4,F,cerastium arcticum,0.1,0,NA,111.15225219726562,15.35181255073164,78.23804000161739
2018,2018-07-20,B,4,F,luzula confusa,5,1,NA,111.15225219726562,15.35181255073164,78.23804000161739
2018,2018-07-20,B,4,F,poa arctica,0.1,0,NA,111.15225219726562,15.35181255073164,78.23804000161739
2018,2018-07-20,B,4,F,salix polaris,65,1,NA,111.15225219726562,15.35181255073164,78.23804000161739
2018,2018-07-20,B,4,F,stellaria longipes,0.1,1,NA,111.15225219726562,15.35181255073164,78.23804000161739
2018,2018-07-20,B,4,G,alopecurus ovatus,2,0,NA,113.90788269042967,15.351702905208631,78.23800442422053
2018,2018-07-20,B,4,G,poa arctica,0.5,0,NA,113.90788269042967,15.351702905208631,78.23800442422053
2018,2018-07-20,B,4,G,salix polaris,50,1,NA,113.90788269042967,15.351702905208631,78.23800442422053
2018,2018-07-20,B,4,G,saxifraga cernua,0.1,0,NA,113.90788269042967,15.351702905208631,78.23800442422053
2018,2018-07-20,B,4,G,stellaria longipes,0.5,1,NA,113.90788269042967,15.351702905208631,78.23800442422053
2018,2018-07-20,B,5,A,alopecurus ovatus,10,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,cerastium arcticum,8,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,cochleria groenlandica,0.5,0,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,festuca rubra,4,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,luzula confusa,0.1,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,micranthes nivalis,0.5,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,oxyria digyna,2,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,poa arctica,4,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,saxifraga cernua,1,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,saxifraga cespitosa,0.5,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,saxifraga rivularis,0.1,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,stellaria longipes,0.5,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,B,alopecurus ovatus,6,0,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,alopecurus ovatus,6,0,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,cerastium arcticum,3,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,cerastium arcticum,3,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,cochleria groenlandica,0.5,0,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,cochleria groenlandica,0.5,0,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,draba alpina,0.5,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,draba norvegica,0.5,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,juncus sp,1,0,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,juncus sp,1,0,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,luzula confusa,1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,luzula confusa,1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,micranthes nivalis,4,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,micranthes nivalis,4,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,oxyria digyna,7,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,oxyria digyna,7,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,poa arctica,1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,poa arctica,1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,poa pratensis,1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,poa pratensis,1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,saxifraga cernua,2,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,saxifraga cernua,2,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,saxifraga cespitosa,0.1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,saxifraga cespitosa,0.1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,stellaria longipes,0.5,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,stellaria longipes,0.5,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-21,B,5,C,cerastium arcticum,10,1,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,cochleria groenlandica,0.5,0,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,draba norvegica,0.5,1,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,dryas octopetala,10,1,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,juncus biglumis,0.5,0,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,oxyria digyna,0.5,0,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,poa arctica,17,1,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,saxifraga cernua,2,1,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,saxifraga cespitosa,1,1,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-20,B,5,D,cardamine bellidifolia,0.1,0,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,cerastium arcticum,5,1,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,cochleria groenlandica,0.1,1,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,draba arctica,0.1,0,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,oxyria digyna,17,1,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,poa arctica,4,1,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,saxifraga cernua,6,1,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,saxifraga cespitosa,0.1,1,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-21,B,5,E,cerastium arcticum,4,1,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,E,cochleria groenlandica,0.5,0,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,E,draba arctica,0.5,1,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,E,oxyria digyna,22,1,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,E,poa arctica,11,1,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,E,saxifraga cernua,7,1,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,E,saxifraga cespitosa,3,1,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,F,cerastium arcticum,3,1,cloudy,165.49844360351562,15.354006340927038,78.23749864925414
2018,2018-07-21,B,5,F,cochleria groenlandica,0.1,0,cloudy,165.49844360351562,15.354006340927038,78.23749864925414
2018,2018-07-21,B,5,F,draba arctica,0.5,1,cloudy,165.49844360351562,15.354006340927038,78.23749864925414
2018,2018-07-21,B,5,F,oxyria digyna,5,0,cloudy,165.49844360351562,15.354006340927038,78.23749864925414
2018,2018-07-21,B,5,F,poa arctica,7,0,cloudy,165.49844360351562,15.354006340927038,78.23749864925414
2018,2018-07-21,B,5,F,saxifraga cernua,2,1,cloudy,165.49844360351562,15.354006340927038,78.23749864925414
2018,2018-07-21,B,5,F,saxifraga cespitosa,2,1,cloudy,165.49844360351562,15.354006340927038,78.23749864925414
2018,2018-07-21,B,5,F,stellaria longipes,2,1,cloudy,165.49844360351562,15.354006340927038,78.23749864925414
2018,2018-07-20,B,5,G,alopecurus ovatus,3,1,cloudy,169.66575622558594,15.353848295159366,78.23747832935865
2018,2018-07-20,B,5,G,oxyria digyna,9,1,cloudy,169.66575622558594,15.353848295159366,78.23747832935865
2018,2018-07-18,C,1,A,bistorta vivipara,10,1,cloudy_windy,9.916196823120115,15.71206734763092,78.21307418134985
2018,2018-07-18,C,1,A,dryas octopetala,0.1,0,cloudy_windy,9.916196823120115,15.71206734763092,78.21307418134985
2018,2018-07-18,C,1,A,festuca rubra,1,0,cloudy_windy,9.916196823120115,15.71206734763092,78.21307418134985
2018,2018-07-18,C,1,A,juncus biglumis,0.5,1,cloudy_windy,9.916196823120115,15.71206734763092,78.21307418134985
2018,2018-07-18,C,1,A,luzula confusa,0.5,1,cloudy_windy,9.916196823120115,15.71206734763092,78.21307418134985
