datetime,date,elevation,treatment,plot,tier,site,latitude,longitude,plot_id,area,ndvi,ndvi_change
2011-08-20T16:15:33Z,2011-08-20,3500,c,6,China_2016,M,29.86192,102.036,CH_M6,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:15:19Z,2011-08-20,3500,otc,4,China_2016,M,29.86192,102.036,CH_M4,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:12:42Z,2011-08-20,3500,otc,1,China_2016,M,29.86192,102.036,CH_M1,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:12:49Z,2011-08-20,3500,otc,2,China_2016,M,29.86192,102.036,CH_M2,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:12:34Z,2011-08-20,3500,otc,5,China_2016,M,29.86192,102.036,CH_M5,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:12:12Z,2011-08-20,3500,c,5,China_2016,M,29.86192,102.036,CH_M5,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:12:45Z,2011-08-20,3500,otc,1,China_2016,M,29.86192,102.036,CH_M1,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:12:52Z,2011-08-20,3500,otc,2,China_2016,M,29.86192,102.036,CH_M2,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:12:16Z,2011-08-20,3500,c,5,China_2016,M,29.86192,102.036,CH_M5,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:13:03Z,2011-08-20,3500,c,2,China_2016,M,29.86192,102.036,CH_M2,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:14:07Z,2011-08-20,3500,c,7,China_2016,M,29.86192,102.036,CH_M7,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:13:52Z,2011-08-20,3500,otc,6,China_2016,M,29.86192,102.036,CH_M6,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:14:00Z,2011-08-20,3500,otc,7,China_2016,M,29.86192,102.036,CH_M7,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:13:06Z,2011-08-20,3500,c,2,China_2016,M,29.86192,102.036,CH_M2,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:14:10Z,2011-08-20,3500,c,7,China_2016,M,29.86192,102.036,CH_M7,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:13:55Z,2011-08-20,3500,otc,6,China_2016,M,29.86192,102.036,CH_M6,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:14:03Z,2011-08-20,3500,otc,7,China_2016,M,29.86192,102.036,CH_M7,China,0.7978748935864329,-3.7440980813457925e-4
2010-08-20T16:12:37Z,2010-08-20,3000,c,5,China_2016,L,29.84347,102.0343,CH_L5,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:12:27Z,2010-08-20,3000,otc,6,China_2016,L,29.84347,102.0343,CH_L6,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:13:17Z,2010-08-20,3000,c,7,China_2016,L,29.84347,102.0343,CH_L7,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:12:40Z,2010-08-20,3000,c,5,China_2016,L,29.84347,102.0343,CH_L5,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:12:31Z,2010-08-20,3000,otc,6,China_2016,L,29.84347,102.0343,CH_L6,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:13:21Z,2010-08-20,3000,c,7,China_2016,L,29.84347,102.0343,CH_L7,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:13:57Z,2010-08-20,3000,c,4,China_2016,L,29.84347,102.0343,CH_L4,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:13:54Z,2010-08-20,3000,c,4,China_2016,L,29.84347,102.0343,CH_L4,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:13:09Z,2010-08-20,3000,otc,5,China_2016,L,29.84347,102.0343,CH_L5,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:13:25Z,2010-08-20,3000,otc,7,China_2016,L,29.84347,102.0343,CH_L7,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:13:13Z,2010-08-20,3000,otc,5,China_2016,L,29.84347,102.0343,CH_L5,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:13:28Z,2010-08-20,3000,otc,7,China_2016,L,29.84347,102.0343,CH_L7,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:13:01Z,2010-08-20,3000,otc,4,China_2016,L,29.84347,102.0343,CH_L4,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:14:24Z,2010-08-20,3000,c,2,China_2016,L,29.84347,102.0343,CH_L2,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:14:17Z,2010-08-20,3000,c,3,China_2016,L,29.84347,102.0343,CH_L3,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:11:26Z,2010-08-20,3000,c,6,China_2016,L,29.84347,102.0343,CH_L6,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:14:45Z,2010-08-20,3000,otc,2,China_2016,L,29.84347,102.0343,CH_L2,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:13:04Z,2010-08-20,3000,otc,4,China_2016,L,29.84347,102.0343,CH_L4,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:14:28Z,2010-08-20,3000,c,2,China_2016,L,29.84347,102.0343,CH_L2,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:14:20Z,2010-08-20,3000,c,3,China_2016,L,29.84347,102.0343,CH_L3,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:11:31Z,2010-08-20,3000,c,6,China_2016,L,29.84347,102.0343,CH_L6,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:14:49Z,2010-08-20,3000,otc,2,China_2016,L,29.84347,102.0343,CH_L2,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:16:01Z,2010-08-20,3000,c,1,China_2016,L,29.84347,102.0343,CH_L1,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:15:56Z,2010-08-20,3000,otc,1,China_2016,L,29.84347,102.0343,CH_L1,China,0.460018597313459,-2.0737540179179004e-4
2012-08-20T16:12:33Z,2012-08-20,3850,c,5,China_2016,A,29.88911,102.0173,CH_A5,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:12:04Z,2012-08-20,3850,otc,5,China_2016,A,29.88911,102.0173,CH_A5,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:11:43Z,2012-08-20,3850,c,4,China_2016,A,29.88911,102.0173,CH_A4,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:12:36Z,2012-08-20,3850,c,5,China_2016,A,29.88911,102.0173,CH_A5,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:12:07Z,2012-08-20,3850,otc,5,China_2016,A,29.88911,102.0173,CH_A5,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:11:46Z,2012-08-20,3850,c,4,China_2016,A,29.88911,102.0173,CH_A4,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:11:35Z,2012-08-20,3850,otc,4,China_2016,A,29.88911,102.0173,CH_A4,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:10:55Z,2012-08-20,3850,otc,2,China_2016,A,29.88911,102.0173,CH_A2,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:11:39Z,2012-08-20,3850,otc,4,China_2016,A,29.88911,102.0173,CH_A4,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:10:57Z,2012-08-20,3850,otc,2,China_2016,A,29.88911,102.0173,CH_A2,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:11:15Z,2012-08-20,3850,otc,3,China_2016,A,29.88911,102.0173,CH_A3,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:10:09Z,2012-08-20,3850,otc,1,China_2016,A,29.88911,102.0173,CH_A1,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:10:16Z,2012-08-20,3850,c,2,China_2016,A,29.88911,102.0173,CH_A2,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:09:45Z,2012-08-20,3850,c,1,China_2016,A,29.88911,102.0173,CH_A1,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:10:30Z,2012-08-20,3850,c,3,China_2016,A,29.88911,102.0173,CH_A3,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:11:18Z,2012-08-20,3850,otc,3,China_2016,A,29.88911,102.0173,CH_A3,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:10:13Z,2012-08-20,3850,otc,1,China_2016,A,29.88911,102.0173,CH_A1,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:10:19Z,2012-08-20,3850,c,2,China_2016,A,29.88911,102.0173,CH_A2,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:09:49Z,2012-08-20,3850,c,1,China_2016,A,29.88911,102.0173,CH_A1,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:10:33Z,2012-08-20,3850,c,3,China_2016,A,29.88911,102.0173,CH_A3,China,0.3025234998948752,5.796996695965895e-4
2013-08-20T16:11:12Z,2013-08-20,4100,otc,2,China_2016,H,29.90742,102.0118,CH_H2,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:11:54Z,2013-08-20,4100,otc,3,China_2016,H,29.90742,102.0118,CH_H3,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:11:48Z,2013-08-20,4100,c,3,China_2016,H,29.90742,102.0118,CH_H3,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:11:04Z,2013-08-20,4100,otc,1,China_2016,H,29.90742,102.0118,CH_H1,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:11:57Z,2013-08-20,4100,otc,3,China_2016,H,29.90742,102.0118,CH_H3,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:11:51Z,2013-08-20,4100,c,3,China_2016,H,29.90742,102.0118,CH_H3,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:11:08Z,2013-08-20,4100,otc,1,China_2016,H,29.90742,102.0118,CH_H1,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:10:34Z,2013-08-20,4100,c,1,China_2016,H,29.90742,102.0118,CH_H1,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:13:23Z,2013-08-20,4100,c,5,China_2016,H,29.90742,102.0118,CH_H5,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:12:18Z,2013-08-20,4100,c,4,China_2016,H,29.90742,102.0118,CH_H4,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:11:33Z,2013-08-20,4100,otc,2,China_2016,H,29.90742,102.0118,CH_H2,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:13:31Z,2013-08-20,4100,otc,5,China_2016,H,29.90742,102.0118,CH_H5,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:13:14Z,2013-08-20,4100,otc,4,China_2016,H,29.90742,102.0118,CH_H4,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:10:37Z,2013-08-20,4100,c,1,China_2016,H,29.90742,102.0118,CH_H1,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:13:25Z,2013-08-20,4100,c,5,China_2016,H,29.90742,102.0118,CH_H5,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:12:21Z,2013-08-20,4100,c,4,China_2016,H,29.90742,102.0118,CH_H4,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:11:37Z,2013-08-20,4100,otc,2,China_2016,H,29.90742,102.0118,CH_H2,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:13:37Z,2013-08-20,4100,otc,5,China_2016,H,29.90742,102.0118,CH_H5,China,0.14483220512070133,0.0030749022222658576
2013-08-20T16:13:19Z,2013-08-20,4100,otc,4,China_2016,H,29.90742,102.0118,CH_H4,China,0.14483220512070133,0.0030749022222658576
2011-08-20T16:16:35Z,2011-08-20,3500,otc,7,China_2016,M,29.86192,102.036,CH_M7,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:13:30Z,2011-08-20,3500,c,3,China_2016,M,29.86192,102.036,CH_M3,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:13:50Z,2011-08-20,3500,otc,3,China_2016,M,29.86192,102.036,CH_M3,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:17:38Z,2011-08-20,3500,otc,6,China_2016,M,29.86192,102.036,CH_M6,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:16:27Z,2011-08-20,3500,c,7,China_2016,M,29.86192,102.036,CH_M7,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:15:22Z,2011-08-20,3500,c,2,China_2016,M,29.86192,102.036,CH_M2,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:14:06Z,2011-08-20,3500,c,1,China_2016,M,29.86192,102.036,CH_M1,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:16:40Z,2011-08-20,3500,otc,7,China_2016,M,29.86192,102.036,CH_M7,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:13:54Z,2011-08-20,3500,otc,3,China_2016,M,29.86192,102.036,CH_M3,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:17:41Z,2011-08-20,3500,otc,6,China_2016,M,29.86192,102.036,CH_M6,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:15:25Z,2011-08-20,3500,c,2,China_2016,M,29.86192,102.036,CH_M2,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:14:09Z,2011-08-20,3500,c,1,China_2016,M,29.86192,102.036,CH_M1,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:17:17Z,2011-08-20,3500,c,5,China_2016,M,29.86192,102.036,CH_M5,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:17:02Z,2011-08-20,3500,otc,5,China_2016,M,29.86192,102.036,CH_M5,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:16:02Z,2011-08-20,3500,c,4,China_2016,M,29.86192,102.036,CH_M4,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:17:19Z,2011-08-20,3500,c,5,China_2016,M,29.86192,102.036,CH_M5,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:17:06Z,2011-08-20,3500,otc,5,China_2016,M,29.86192,102.036,CH_M5,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:16:05Z,2011-08-20,3500,c,4,China_2016,M,29.86192,102.036,CH_M4,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:14:33Z,2011-08-20,3500,otc,1,China_2016,M,29.86192,102.036,CH_M1,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:16:52Z,2011-08-20,3500,c,6,China_2016,M,29.86192,102.036,CH_M6,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:15:04Z,2011-08-20,3500,otc,2,China_2016,M,29.86192,102.036,CH_M2,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:15:45Z,2011-08-20,3500,otc,4,China_2016,M,29.86192,102.036,CH_M4,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:14:38Z,2011-08-20,3500,otc,1,China_2016,M,29.86192,102.036,CH_M1,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:16:55Z,2011-08-20,3500,c,6,China_2016,M,29.86192,102.036,CH_M6,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:15:08Z,2011-08-20,3500,otc,2,China_2016,M,29.86192,102.036,CH_M2,China,0.7978748935864329,-3.7440980813457925e-4
2011-08-20T16:15:49Z,2011-08-20,3500,otc,4,China_2016,M,29.86192,102.036,CH_M4,China,0.7978748935864329,-3.7440980813457925e-4
2010-08-20T16:13:54Z,2010-08-20,3000,c,3,China_2016,L,29.84347,102.0343,CH_L3,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:12:54Z,2010-08-20,3000,c,2,China_2016,L,29.84347,102.0343,CH_L2,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:14:00Z,2010-08-20,3000,otc,3,China_2016,L,29.84347,102.0343,CH_L3,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:14:16Z,2010-08-20,3000,otc,4,China_2016,L,29.84347,102.0343,CH_L4,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:17:02Z,2010-08-20,3000,otc,7,China_2016,L,29.84347,102.0343,CH_L7,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:13:56Z,2010-08-20,3000,c,3,China_2016,L,29.84347,102.0343,CH_L3,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:12:57Z,2010-08-20,3000,c,2,China_2016,L,29.84347,102.0343,CH_L2,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:14:05Z,2010-08-20,3000,otc,3,China_2016,L,29.84347,102.0343,CH_L3,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:14:20Z,2010-08-20,3000,otc,4,China_2016,L,29.84347,102.0343,CH_L4,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:15:24Z,2010-08-20,3000,otc,6,China_2016,L,29.84347,102.0343,CH_L6,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:12:26Z,2010-08-20,3000,c,1,China_2016,L,29.84347,102.0343,CH_L1,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:12:46Z,2010-08-20,3000,otc,2,China_2016,L,29.84347,102.0343,CH_L2,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:15:27Z,2010-08-20,3000,otc,6,China_2016,L,29.84347,102.0343,CH_L6,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:12:29Z,2010-08-20,3000,c,1,China_2016,L,29.84347,102.0343,CH_L1,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:12:50Z,2010-08-20,3000,otc,2,China_2016,L,29.84347,102.0343,CH_L2,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:12:17Z,2010-08-20,3000,otc,1,China_2016,L,29.84347,102.0343,CH_L1,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:15:51Z,2010-08-20,3000,c,7,China_2016,L,29.84347,102.0343,CH_L7,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:15:40Z,2010-08-20,3000,otc,5,China_2016,L,29.84347,102.0343,CH_L5,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:15:33Z,2010-08-20,3000,c,5,China_2016,L,29.84347,102.0343,CH_L5,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:12:20Z,2010-08-20,3000,otc,1,China_2016,L,29.84347,102.0343,CH_L1,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:15:53Z,2010-08-20,3000,c,7,China_2016,L,29.84347,102.0343,CH_L7,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:15:47Z,2010-08-20,3000,otc,5,China_2016,L,29.84347,102.0343,CH_L5,China,0.460018597313459,-2.0737540179179004e-4
2010-08-20T16:15:36Z,2010-08-20,3000,c,5,China_2016,L,29.84347,102.0343,CH_L5,China,0.460018597313459,-2.0737540179179004e-4
2012-08-20T16:13:23Z,2012-08-20,3850,c,7,China_2016,A,29.88911,102.0173,CH_A7,China,0.3025234998948752,5.796996695965895e-4
2012-08-20T16:13:08Z,2012-08-20,3850,c,6,China_2016,A,29.88911,102.0173,CH_A6,China,0.3025234998948752,5.796996695965895e-4
