plot_id,flux_id,date,ndvi,ndvi_change,ndvi_max,ndvi_min,ndvi_avg,annual_mean_temperature,diurnal_temperature_range,temperature_seasonality,annual_precipitation,precipitation_seasonality,KG_climate_classification,T_diff1,T_diff7,T_diff14,T_diff28,esa_worldcover_10,esa_worldcover_50
SV_ITEXDRY_L8,SV_ITEXDRY_L8143,2018-07-23,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,-7.45,3.8,7.68,466.7,28,30,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998,NA,NA
SV_ITEXDRY_L5,SV_ITEXDRY_L5138,2018-07-17,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,-7.45,3.8,7.68,466.7,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696144,0.31092644116235313,NA,NA
SV_ITEXBIS_L3,SV_ITEXBIS_L3119,2018-07-17,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,-7.45,3.8,7.68,466.7,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696144,0.31092644116235313,NA,NA
SV_ITEXBIS_L2,SV_ITEXBIS_L2117,2018-07-17,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,-7.45,3.8,7.68,466.7,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696144,0.31092644116235313,NA,NA
SV_ITEXDRY_L2,SV_ITEXDRY_L2136,2018-07-17,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,-7.45,3.8,7.68,466.7,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696144,0.31092644116235313,NA,NA
SV_ITEXDRY_L7,SV_ITEXDRY_L7140,2018-07-17,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,-7.45,3.8,7.68,466.7,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696144,0.31092644116235313,NA,NA
SV_ITEXDRY_L8,SV_ITEXDRY_L8142,2018-07-17,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,-7.45,3.8,7.68,466.7,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696144,0.31092644116235313,NA,NA
SV_ITEXBIS_L2,SV_ITEXBIS_L2118,2018-07-23,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,-7.45,3.8,7.68,466.7,28,30,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998,NA,NA
SV_ITEXBIS_L8,SV_ITEXBIS_L8123,2018-07-23,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,-7.45,3.8,7.68,466.7,28,30,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998,NA,NA
SV_ITEXCAS_L10,SV_ITEXCAS_L10127,2018-07-23,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,-7.45,3.8,7.68,466.7,28,30,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998,NA,NA
SV_ITEXCAS_L7,SV_ITEXCAS_L7131,2018-07-23,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,-7.45,3.8,7.68,466.7,28,30,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998,NA,NA
SV_ITEXCAS_L9,SV_ITEXCAS_L9133,2018-07-23,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,-7.45,3.8,7.68,466.7,28,30,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998,NA,NA
NO_Vik_TTC 146,NO_Vik_TTC 146145,2022-07-24,0.7622438797949386,3.1304153764277753e-4,0.7626667049455232,0.0055967837099495,0.2617475513574056,4.25,5.5,6.95,1454.1,29.8,20,-1.3732727686564117,1.7510400893196143,-0.4433153939625605,-0.6634678098890525,NA,NA
NO_Vik_TTC 141,NO_Vik_TTC 141144,2022-07-24,0.7622438797949386,3.1304153764277753e-4,0.7626667049455232,0.0055967837099495,0.2617475513574056,4.25,5.5,6.95,1454.1,29.8,20,-1.3732727686564117,1.7510400893196143,-0.4433153939625605,-0.6634678098890525,NA,NA
NO_Joa_156 AN2C 156,NO_Joa_156 AN2C 156151,2022-07-28,0.7398806661389932,0.00293308388843602,0.7577528702510711,0.00116796948800311,0.22192631679860036,1.75,5.5,6.6,1701.8,29.7,20,-1.745871353149438,-1.475861110384507,-0.8460250566876191,-1.4862045969281912,NA,NA
NO_Joa_109 AN3C 109,NO_Joa_109 AN3C 109149,2022-07-28,0.7398806661389932,0.00293308388843602,0.7577528702510711,0.00116796948800311,0.22192631679860036,1.75,5.5,6.6,1701.8,29.7,20,-1.745871353149438,-1.475861110384507,-0.8460250566876191,-1.4862045969281912,NA,NA
NO_Joa_81 AN1C 81,NO_Joa_81 AN1C 81150,2022-07-28,0.7398806661389932,0.00293308388843602,0.7577528702510711,0.00116796948800311,0.22192631679860036,1.75,5.5,6.6,1701.8,29.7,20,-1.745871353149438,-1.475861110384507,-0.8460250566876191,-1.4862045969281912,NA,NA
NO_Hog_TTC 110,NO_Hog_TTC 110152,2022-07-30,0.8609249731474119,-3.068398440322362e-4,0.8611647667574631,0.00722166685661051,0.3227388962953478,2.95,5.5,6.8,1553.9,29.7,20,-0.3863602956136276,-1.8751491909935432,-0.19091585855636417,-1.6835792972928036,NA,NA
NO_Hog_TTC 101,NO_Hog_TTC 101154,2022-07-30,0.8609249731474119,-3.068398440322362e-4,0.8611647667574631,0.00722166685661051,0.3227388962953478,2.95,5.5,6.8,1553.9,29.7,20,-0.3863602956136276,-1.8751491909935432,-0.19091585855636417,-1.6835792972928036,NA,NA
NO_Hog_TTC 115,NO_Hog_TTC 115153,2022-07-30,0.8609249731474119,-3.068398440322362e-4,0.8611647667574631,0.00722166685661051,0.3227388962953478,2.95,5.5,6.8,1553.9,29.7,20,-0.3863602956136276,-1.8751491909935432,-0.19091585855636417,-1.6835792972928036,NA,NA
SA_2000west5,SA_2000west5579,2023-12-16,0.4063154110659341,0.00281060339256661,0.5145584195716248,0.2130845353237148,0.36659224621545583,12.15,11.3,3.94,1060.7,72.2,16,0.7920393837822797,-0.26925210195874705,0.7312282077849819,2.4253611784132687,NA,NA
SA_2000west4,SA_2000west4578,2023-12-16,0.46120733062065217,0.00302767428738268,0.5647233847820126,0.2325954269394176,0.40256660947082945,12.15,11.3,3.94,1060.7,72.2,16,0.7920393837822797,-0.26925210195874705,0.7312282077849819,2.4253611784132687,NA,NA
SA_2000west3,SA_2000west3577,2023-12-16,0.46120733062065217,0.00302767428738268,0.5647233847820126,0.2325954269394176,0.40256660947082945,12.15,11.3,3.94,1060.7,72.2,16,0.7920393837822797,-0.26925210195874705,0.7312282077849819,2.4253611784132687,NA,NA
SA_2000west2,SA_2000west2618,2023-12-16,0.4125812213497075,0.0027763280625411,0.5142692995913779,0.2130615723495295,0.3661196970650872,12.15,11.3,3.94,1060.7,72.2,16,0.7920393837822797,-0.26925210195874705,0.7312282077849819,2.4253611784132687,NA,NA
SA_2000west1,SA_2000west1576,2023-12-16,0.4143911661785663,0.0028253522654045,0.5170120410738103,0.211447486540732,0.3663650936814226,12.15,11.3,3.94,1060.7,72.2,16,0.7920393837822797,-0.26925210195874705,0.7312282077849819,2.4253611784132687,NA,NA
SA_2000east1,SA_2000east1571,2023-12-16,0.5187576380497924,0.00302463913717812,0.6568803738659712,0.29482066788628364,0.4727755487051325,12.15,11.3,3.94,1060.7,72.2,16,0.7920393837822797,-0.26925210195874705,0.7312282077849819,2.4253611784132687,NA,NA
SA_2000east2,SA_2000east2572,2023-12-16,0.521680660596526,0.00302357647865272,0.6572240280016237,0.2958898091170554,0.4739878977370785,12.15,11.3,3.94,1060.7,72.2,16,0.7920393837822797,-0.26925210195874705,0.7312282077849819,2.4253611784132687,NA,NA
SA_2000east3,SA_2000east3573,2023-12-16,0.521680660596526,0.00302357647865272,0.6572240280016237,0.2958898091170554,0.4739878977370785,12.15,11.3,3.94,1060.7,72.2,16,0.7920393837822797,-0.26925210195874705,0.7312282077849819,2.4253611784132687,NA,NA
SA_2000east4,SA_2000east4574,2023-12-16,0.521680660596526,0.00302357647865272,0.6572240280016237,0.2958898091170554,0.4739878977370785,12.15,11.3,3.94,1060.7,72.2,16,0.7920393837822797,-0.26925210195874705,0.7312282077849819,2.4253611784132687,NA,NA
SA_2000east5,SA_2000east5575,2023-12-16,0.5169413276265955,0.00298204069743493,0.6562443996171466,0.29775988266313774,0.4734737840495838,12.15,11.3,3.94,1060.7,72.2,16,0.7920393837822797,-0.26925210195874705,0.7312282077849819,2.4253611784132687,NA,NA
NO_Lia_4 AN1C 4,NO_Lia_4 AN1C 4146,2022-07-27,0.3621580853750783,8.085229190621657e-4,0.3641830925170156,0.00490976342986104,0.11601163177229835,-0.45,5.5,6.38,2072.1,29.5,30,-4.773462062411822,-1.0380667762150877,-1.0279751368931382,-1.2258481033264663,NA,NA
NO_Lia_77 AN2C 77,NO_Lia_77 AN2C 77148,2022-07-27,0.3621580853750783,8.085229190621657e-4,0.3641830925170156,0.00490976342986104,0.11601163177229835,-0.45,5.5,6.38,2072.1,29.5,30,-4.773462062411822,-1.0380667762150877,-1.0279751368931382,-1.2258481033264663,NA,NA
NO_Lia_27 AN3C 27,NO_Lia_27 AN3C 27147,2022-07-27,0.3621580853750783,8.085229190621657e-4,0.3641830925170156,0.00490976342986104,0.11601163177229835,-0.45,5.5,6.38,2072.1,29.5,30,-4.773462062411822,-1.0380667762150877,-1.0279751368931382,-1.2258481033264663,NA,NA
SA_2200east5,SA_2200east5584,2023-12-07,0.5396355594124173,0.0039280322656873,0.6828202822118047,0.2646565201392969,0.4772547919167184,11.05,11.4,4,1162.5,72.9,16,-0.7626647525363328,1.8944383136809773,2.855269550141834,2.5256420582059853,NA,NA
SA_2200east4,SA_2200east4583,2023-12-07,0.5396355594124173,0.0039280322656873,0.6828202822118047,0.2646565201392969,0.4772547919167184,11.05,11.4,4,1162.5,72.9,16,-0.7626647525363328,1.8944383136809773,2.855269550141834,2.5256420582059853,NA,NA
SA_2200east3,SA_2200east3582,2023-12-07,0.5657630541109034,0.00405414184515695,0.7076673954766995,0.27377508584950866,0.495880041682112,11.05,11.4,4,1162.5,72.9,16,-0.7626647525363328,1.8944383136809773,2.855269550141834,2.5256420582059853,NA,NA
SA_2200east1,SA_2200east1580,2023-12-07,0.5714274352922397,0.00410547934518104,0.7109982437552959,0.2718678567069521,0.4966258542180425,11.05,11.4,4,1162.5,72.9,16,-0.7626647525363328,1.8944383136809773,2.855269550141834,2.5256420582059853,NA,NA
SA_2200west2,SA_2200west2586,2023-12-07,0.5211054615751437,0.00377586255578643,0.6589817649285648,0.25746678035960546,0.4588095232471027,11.05,11.4,4,1162.5,72.9,16,-0.7626647525363328,1.8944383136809773,2.855269550141834,2.5256420582059853,NA,NA
SA_2200east2,SA_2200east2581,2023-12-07,0.5714274352922397,0.00410547934518104,0.7109982437552959,0.2718678567069521,0.4966258542180425,11.05,11.4,4,1162.5,72.9,16,-0.7626647525363328,1.8944383136809773,2.855269550141834,2.5256420582059853,NA,NA
SA_2200west1,SA_2200west1585,2023-12-07,0.5211054615751437,0.00377586255578643,0.6589817649285648,0.25746678035960546,0.4588095232471027,11.05,11.4,4,1162.5,72.9,16,-0.7626647525363328,1.8944383136809773,2.855269550141834,2.5256420582059853,NA,NA
SA_2200west5,SA_2200west5589,2023-12-07,0.5199593304327413,0.00427025094660382,0.6621172389976266,0.2418755301276941,0.45856316764895816,11.05,11.4,4,1162.5,72.9,16,-0.7626647525363328,1.8944383136809773,2.855269550141834,2.5256420582059853,NA,NA
SA_2200west4,SA_2200west4588,2023-12-07,0.5217883335427914,0.00423418790000304,0.6621440940687656,0.2434065588858948,0.4587917515831792,11.05,11.4,4,1162.5,72.9,16,-0.7626647525363328,1.8944383136809773,2.855269550141834,2.5256420582059853,NA,NA
SA_2200west3,SA_2200west3587,2023-12-07,0.5217883335427914,0.00423418790000304,0.6621440940687656,0.2434065588858948,0.4587917515831792,11.05,11.4,4,1162.5,72.9,16,-0.7626647525363328,1.8944383136809773,2.855269550141834,2.5256420582059853,NA,NA
SA_2400east5,SA_2400east5594,2023-12-11,0.5939590970439841,0.0036687868971339,0.6910009249610416,0.2868564526584716,0.49580761476735014,9.55,11.3,4.08,1310.1,73.5,16,-2.080074310302752,-0.04240842849489645,1.4363862204173188,2.4391876432630752,NA,NA
SA_2400west1,SA_2400west1595,2023-12-11,0.6487290449814387,0.00500839425700366,0.7700245844276021,0.21089019956096391,0.4936332070481685,9.55,11.3,4.08,1310.1,73.5,16,-2.080074310302752,-0.04240842849489645,1.4363862204173188,2.4391876432630752,NA,NA
SA_2400east1,SA_2400east1590,2023-12-11,0.6047123182786962,0.00380298593612554,0.6991589194258797,0.2769078841329039,0.49272456178750823,9.55,11.3,4.08,1310.1,73.5,16,-2.080074310302752,-0.04240842849489645,1.4363862204173188,2.4391876432630752,NA,NA
SA_2400west2,SA_2400west2596,2023-12-11,0.62961431463687,0.00438098043684864,0.7501621411351302,0.2280129640286309,0.4905892850061682,9.55,11.3,4.08,1310.1,73.5,16,-2.080074310302752,-0.04240842849489645,1.4363862204173188,2.4391876432630752,NA,NA
SA_2400west3,SA_2400west3597,2023-12-11,0.62961431463687,0.00438098043684864,0.7501621411351302,0.2280129640286309,0.4905892850061682,9.55,11.3,4.08,1310.1,73.5,16,-2.080074310302752,-0.04240842849489645,1.4363862204173188,2.4391876432630752,NA,NA
SA_2400west5,SA_2400west5599,2023-12-11,0.6175425280694198,0.00485538883308334,0.7478963047192666,0.21814591092983648,0.4874021109126211,9.55,11.3,4.08,1310.1,73.5,16,-2.080074310302752,-0.04240842849489645,1.4363862204173188,2.4391876432630752,NA,NA
SA_2400east3,SA_2400east3592,2023-12-11,0.6047123182786962,0.00380298593612554,0.6991589194258797,0.2769078841329039,0.49272456178750823,9.55,11.3,4.08,1310.1,73.5,16,-2.080074310302752,-0.04240842849489645,1.4363862204173188,2.4391876432630752,NA,NA
SA_2400west4,SA_2400west4598,2023-12-11,0.6231469742966672,0.004965846456147,0.7539695339575673,0.21365202694925484,0.48858404468556066,9.55,11.3,4.08,1310.1,73.5,16,-2.080074310302752,-0.04240842849489645,1.4363862204173188,2.4391876432630752,NA,NA
SA_2400east4,SA_2400east4593,2023-12-11,0.6036411621217722,0.00380487326178169,0.7002811424847762,0.2758019888976792,0.4928744317090719,9.55,11.3,4.08,1310.1,73.5,16,-2.080074310302752,-0.04240842849489645,1.4363862204173188,2.4391876432630752,NA,NA
SA_2400east2,SA_2400east2591,2023-12-11,0.6047123182786962,0.00380298593612554,0.6991589194258797,0.2769078841329039,0.49272456178750823,9.55,11.3,4.08,1310.1,73.5,16,-2.080074310302752,-0.04240842849489645,1.4363862204173188,2.4391876432630752,NA,NA
US_almont1,US_almont1360,2015-05-20,0.1364110252591269,0.00299133067634109,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,-3.2317993587917586,-2.6248512964400015,-2.2706618051680305,-0.9285757935236356,NA,NA
US_almont4,US_almont4363,2015-05-20,0.1364110252591269,0.00299133067634109,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,-3.2317993587917586,-2.6248512964400015,-2.2706618051680305,-0.9285757935236356,NA,NA
US_almont5,US_almont5364,2015-05-20,0.1364110252591269,0.00299133067634109,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,-3.2317993587917586,-2.6248512964400015,-2.2706618051680305,-0.9285757935236356,NA,NA
US_almont2,US_almont2361,2015-05-20,0.1364110252591269,0.00299133067634109,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,-3.2317993587917586,-2.6248512964400015,-2.2706618051680305,-0.9285757935236356,NA,NA
US_almont3,US_almont3362,2015-05-20,0.1364110252591269,0.00299133067634109,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,-3.2317993587917586,-2.6248512964400015,-2.2706618051680305,-0.9285757935236356,NA,NA
US_almont5,US_almont5475,2017-05-29,0.164568042623604,0.00318499242990764,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,-3.977295981513149,-2.047415212600949,-3.494788449908063,-1.3644920500497937,NA,NA
US_almont4,US_almont4474,2017-05-29,0.164568042623604,0.00318499242990764,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,-3.977295981513149,-2.047415212600949,-3.494788449908063,-1.3644920500497937,NA,NA
US_almont3,US_almont3473,2017-05-29,0.164568042623604,0.00318499242990764,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,-3.977295981513149,-2.047415212600949,-3.494788449908063,-1.3644920500497937,NA,NA
US_almont5,US_almont5259,2013-05-18,0.13041894920068908,0.00293793324940679,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.157360627916126,1.1265586974128796,-0.5537599139743445,-0.8716447527446505,NA,NA
US_almont5,US_almont5209,2012-05-09,0.10764090888582904,0.00269166144893323,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.867494858635796,3.4518647875104613,3.5362528710138204,2.6937791831909648,NA,NA
US_almont1,US_almont1170,2011-06-28,0.26439267900704416,0.00324682015068836,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.5078562630547268,0.652275603158138,-0.9046964630248056,-1.1746401824648434,NA,NA
US_almont2,US_almont2472,2017-05-29,0.164568042623604,0.00318499242990764,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,-3.977295981513149,-2.047415212600949,-3.494788449908063,-1.3644920500497937,NA,NA
US_almont4,US_almont4258,2013-05-18,0.13041894920068908,0.00293793324940679,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.157360627916126,1.1265586974128796,-0.5537599139743445,-0.8716447527446505,NA,NA
US_almont3,US_almont3257,2013-05-18,0.13041894920068908,0.00293793324940679,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.157360627916126,1.1265586974128796,-0.5537599139743445,-0.8716447527446505,NA,NA
US_almont1,US_almont1330,2014-07-07,0.2934235373221983,0.00311688234931262,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,2.195245488484682,0.41810271247984687,0.2573569978986434,-0.35259504166860367,NA,NA
US_almont4,US_almont4208,2012-05-09,0.10764090888582904,0.00269166144893323,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.867494858635796,3.4518647875104613,3.5362528710138204,2.6937791831909648,NA,NA
US_almont1,US_almont1434,2016-06-24,0.25448318688270294,0.00327765746637243,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.399144193861197,3.2169991478087354,2.031723765721397,0.7700161873348161,NA,NA
US_almont1,US_almont1471,2017-05-29,0.164568042623604,0.00318499242990764,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,-3.977295981513149,-2.047415212600949,-3.494788449908063,-1.3644920500497937,NA,NA
US_almont2,US_almont2256,2013-05-18,0.13041894920068908,0.00293793324940679,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.157360627916126,1.1265586974128796,-0.5537599139743445,-0.8716447527446505,NA,NA
US_almont3,US_almont3207,2012-05-09,0.10764090888582904,0.00269166144893323,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.867494858635796,3.4518647875104613,3.5362528710138204,2.6937791831909648,NA,NA
US_almont2,US_almont2171,2011-06-28,0.26439267900704416,0.00324682015068836,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.5078562630547268,0.652275603158138,-0.9046964630248056,-1.1746401824648434,NA,NA
US_almont1,US_almont1414,2016-05-30,0.17104322526291543,0.00321704650158934,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,-3.1122956169975957,-2.3121018969823393,-1.7008664161439917,-1.2385956204126765,NA,NA
US_almont1,US_almont1255,2013-05-18,0.13041894920068908,0.00293793324940679,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.157360627916126,1.1265586974128796,-0.5537599139743445,-0.8716447527446505,NA,NA
US_almont2,US_almont2206,2012-05-09,0.10764090888582904,0.00269166144893323,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.867494858635796,3.4518647875104613,3.5362528710138204,2.6937791831909648,NA,NA
US_almont1,US_almont1275,2013-06-21,0.24114604066889647,0.00330755309319477,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,2.602672555711555,1.4111468299986818,2.758548610929461,1.8455917555188357,NA,NA
US_almont2,US_almont2331,2014-07-07,0.2934235373221983,0.00311688234931262,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,2.195245488484682,0.41810271247984687,0.2573569978986434,-0.35259504166860367,NA,NA
US_almont1,US_almont1380,2015-06-23,0.24782964358095436,0.00329427175286665,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,4.173731104532882,3.6653126035417785,1.543535726032557,0.810766867985798,NA,NA
US_almont1,US_almont1205,2012-05-09,0.10764090888582904,0.00269166144893323,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,1.867494858635796,3.4518647875104613,3.5362528710138204,2.6937791831909648,NA,NA
US_almont1,US_almont1225,2012-06-11,0.2108904787681772,0.00332248379121975,0.383829935933175,0.00520210674403923,0.13998812378410805,3.55,14.2,8.05,642.9,15.7,20,-0.28718535105386067,2.866634278070362,2.9932969653417256,2.915426671315756,NA,NA
