ID,date,gradient,siteID,elevation_m_asl,blockID,turfID,warming,grazing,Nlevel,Namount_kg_ha_y,individual_nr,species,trait,value,origSiteID,destSiteID,comment,problem,flag
CRG8767,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Viola riviniana,sla_cm2_g,215.26315789473682,NA,NA,NA,NA,NA
APT2104,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Potentilla erecta,plant_height_cm,9,NA,NA,NA,NA,NA
APT2104,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Potentilla erecta,wet_mass_g,0.0101,NA,NA,NA,NA,NA
APT2104,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Potentilla erecta,dry_mass_g,0.004,NA,NA,NA,NA,NA
APT2104,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Potentilla erecta,leaf_area_cm2,1.003,NA,NA,NA,NA,NA
APT2104,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Potentilla erecta,leaf_thickness_mm,0.14733333333333334,NA,NA,NA,NA,NA
APT2104,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Potentilla erecta,ldmc,0.39603960396039606,NA,NA,NA,NA,NA
APT2104,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Potentilla erecta,sla_cm2_g,250.74999999999997,NA,NA,NA,NA,NA
CCD3233,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Carex vaginata,plant_height_cm,16.5,NA,NA,NA,NA,NA
CCD3233,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Carex vaginata,wet_mass_g,0.1363,NA,NA,NA,NA,NA
CCD3233,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Carex vaginata,dry_mass_g,0.0492,NA,NA,NA,NA,NA
CCD3233,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Carex vaginata,leaf_area_cm2,6.803,NA,NA,NA,NA,NA
CCD3233,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Carex vaginata,leaf_thickness_mm,0.24133333333333334,NA,NA,NA,NA,NA
CCD3233,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Carex vaginata,ldmc,0.36096845194424065,NA,NA,NA,NA,NA
CCD3233,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Carex vaginata,sla_cm2_g,138.27235772357724,NA,NA,NA,NA,NA
CCY4053,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Viola riviniana,plant_height_cm,9.2,NA,NA,NA,NA,NA
CCY4053,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Viola riviniana,wet_mass_g,0.045,NA,NA,NA,NA,NA
CCY4053,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Viola riviniana,dry_mass_g,0.0121,NA,NA,NA,NA,NA
CCY4053,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Viola riviniana,leaf_area_cm2,2.576,NA,NA,NA,NA,NA
CCY4053,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Viola riviniana,leaf_thickness_mm,0.17533333333333334,NA,NA,NA,NA,NA
CCY4053,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Viola riviniana,ldmc,0.2688888888888889,NA,NA,NA,NA,NA
CCY4053,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Viola riviniana,sla_cm2_g,212.8925619834711,NA,NA,NA,NA,NA
AQK5961,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Anthoxanthum odoratum,plant_height_cm,17.5,NA,NA,NA,NA,NA
AQK5961,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Anthoxanthum odoratum,wet_mass_g,0.0452,NA,NA,NA,NA,NA
AQK5961,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Anthoxanthum odoratum,dry_mass_g,0.0149,NA,NA,NA,NA,NA
AQK5961,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Anthoxanthum odoratum,leaf_area_cm2,3.538,NA,NA,NA,NA,NA
AQK5961,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Anthoxanthum odoratum,leaf_thickness_mm,0.16966666666666666,NA,NA,NA,NA,NA
AQK5961,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Anthoxanthum odoratum,ldmc,0.32964601769911506,NA,NA,NA,NA,NA
AQK5961,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Anthoxanthum odoratum,sla_cm2_g,237.4496644295302,NA,NA,NA,NA,NA
AFQ4529,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Luzula multiflora,plant_height_cm,24.3,NA,NA,NA,NA,NA
AFQ4529,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Luzula multiflora,wet_mass_g,0.043,NA,NA,NA,NA,NA
AFQ4529,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Luzula multiflora,dry_mass_g,0.0102,NA,NA,NA,NA,NA
AFQ4529,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Luzula multiflora,leaf_area_cm2,2.698,NA,NA,NA,NA,NA
AFQ4529,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Luzula multiflora,leaf_thickness_mm,0.21466666666666667,NA,NA,NA,NA,NA
AFQ4529,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Luzula multiflora,ldmc,0.23720930232558143,NA,NA,NA,NA,NA
AFQ4529,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Luzula multiflora,sla_cm2_g,264.5098039215686,NA,NA,NA,NA,NA
CDC6718,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Anthoxanthum odoratum,plant_height_cm,15.6,NA,NA,NA,NA,NA
CDC6718,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Anthoxanthum odoratum,wet_mass_g,0.0342,NA,NA,NA,NA,NA
CDC6718,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Anthoxanthum odoratum,dry_mass_g,0.013,NA,NA,NA,NA,NA
CDC6718,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Anthoxanthum odoratum,leaf_area_cm2,2.849,NA,NA,NA,NA,NA
CDC6718,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Anthoxanthum odoratum,leaf_thickness_mm,0.14733333333333334,NA,NA,NA,NA,NA
CDC6718,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Anthoxanthum odoratum,ldmc,0.38011695906432746,NA,NA,NA,NA,NA
CDC6718,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Anthoxanthum odoratum,sla_cm2_g,219.1538461538462,NA,NA,NA,NA,NA
BHS3927,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Veronica chamaedrys,plant_height_cm,9.4,NA,NA,NA,NA,NA
BHS3927,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Veronica chamaedrys,wet_mass_g,0.0269,NA,NA,NA,NA,NA
BHS3927,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Veronica chamaedrys,dry_mass_g,0.0088,NA,NA,NA,NA,NA
BHS3927,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Veronica chamaedrys,leaf_area_cm2,1.788,NA,NA,NA,NA,NA
BHS3927,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Veronica chamaedrys,leaf_thickness_mm,0.247,NA,NA,NA,NA,NA
BHS3927,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Veronica chamaedrys,ldmc,0.3271375464684015,NA,NA,NA,NA,NA
BHS3927,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Veronica chamaedrys,sla_cm2_g,203.1818181818182,NA,NA,NA,NA,NA
BFN5887,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Anthoxanthum odoratum,plant_height_cm,12.6,NA,NA,NA,NA,NA
BFN5887,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Anthoxanthum odoratum,wet_mass_g,0.0266,NA,NA,NA,NA,NA
BFN5887,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Anthoxanthum odoratum,dry_mass_g,0.0085,NA,NA,NA,NA,NA
BFN5887,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Anthoxanthum odoratum,leaf_area_cm2,2.206,NA,NA,NA,NA,NA
BFN5887,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Anthoxanthum odoratum,leaf_thickness_mm,0.156,NA,NA,NA,NA,NA
BFN5887,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Anthoxanthum odoratum,ldmc,0.3195488721804512,NA,NA,NA,NA,NA
BFN5887,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Anthoxanthum odoratum,sla_cm2_g,259.52941176470586,NA,NA,NA,NA,NA
AQA6446,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Achillea millefolium,plant_height_cm,15.2,NA,NA,NA,low overlapping folded leaves,area < expected
AQA6446,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Achillea millefolium,wet_mass_g,0.1275,NA,NA,NA,low overlapping folded leaves,area < expected
AQA6446,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Achillea millefolium,dry_mass_g,0.0268,NA,NA,NA,low overlapping folded leaves,area < expected
AQA6446,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Achillea millefolium,leaf_area_cm2,4.025,NA,NA,NA,low overlapping folded leaves,area < expected
AQA6446,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Achillea millefolium,leaf_thickness_mm,0.13333333333333333,NA,NA,NA,low overlapping folded leaves,area < expected
AQA6446,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Achillea millefolium,ldmc,0.21019607843137256,NA,NA,NA,low overlapping folded leaves,area < expected
AQA6446,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Achillea millefolium,sla_cm2_g,150.1865671641791,NA,NA,NA,low overlapping folded leaves,area < expected
AIT4560,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Viola palustris,plant_height_cm,3.1,NA,NA,NA,leaf damage,area_mass < expected
AIT4560,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Viola palustris,wet_mass_g,0.1617,NA,NA,NA,leaf damage,area_mass < expected
AIT4560,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Viola palustris,dry_mass_g,0.0395,NA,NA,NA,leaf damage,area_mass < expected
AIT4560,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Viola palustris,leaf_area_cm2,7.824,NA,NA,NA,leaf damage,area_mass < expected
AIT4560,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Viola palustris,leaf_thickness_mm,0.17099999999999999,NA,NA,NA,leaf damage,area_mass < expected
AIT4560,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Viola palustris,ldmc,0.2442795299938157,NA,NA,NA,leaf damage,area_mass < expected
AIT4560,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Viola palustris,sla_cm2_g,198.0759493670886,NA,NA,NA,leaf damage,area_mass < expected
AIX4648,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Achillea millefolium,plant_height_cm,13.7,NA,NA,NA,low overlapping folded leaves,area < expected
AIX4648,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Achillea millefolium,wet_mass_g,0.1423,NA,NA,NA,low overlapping folded leaves,area < expected
AIX4648,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Achillea millefolium,dry_mass_g,0.0339,NA,NA,NA,low overlapping folded leaves,area < expected
AIX4648,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Achillea millefolium,leaf_area_cm2,4.916,NA,NA,NA,low overlapping folded leaves,area < expected
AIX4648,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Achillea millefolium,leaf_thickness_mm,0.23133333333333334,NA,NA,NA,low overlapping folded leaves,area < expected
AIX4648,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Achillea millefolium,ldmc,0.23822909346451157,NA,NA,NA,low overlapping folded leaves,area < expected
AIX4648,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,2,Achillea millefolium,sla_cm2_g,145.0147492625369,NA,NA,NA,low overlapping folded leaves,area < expected
APO5292,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Potentilla erecta,plant_height_cm,11,NA,NA,NA,NA,NA
APO5292,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Potentilla erecta,wet_mass_g,0.0115,NA,NA,NA,NA,NA
APO5292,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Potentilla erecta,leaf_thickness_mm,0.13066666666666668,NA,NA,NA,NA,NA
APO5292,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Potentilla erecta,ldmc,0.1391304347826087,NA,NA,NA,NA,NA
CDH6839,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Veronica chamaedrys,plant_height_cm,10.4,NA,NA,NA,NA,NA
CDH6839,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Veronica chamaedrys,wet_mass_g,0.008725,NA,NA,NA,NA,NA
CDH6839,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Veronica chamaedrys,dry_mass_g,0.0032,NA,NA,NA,NA,NA
CDH6839,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Veronica chamaedrys,leaf_area_cm2,0.7765,NA,NA,NA,NA,NA
CDH6839,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Veronica chamaedrys,leaf_thickness_mm,0.11633333333333333,NA,NA,NA,NA,NA
CDH6839,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Veronica chamaedrys,ldmc,0.3667621776504298,NA,NA,NA,NA,NA
CDH6839,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Veronica chamaedrys,sla_cm2_g,242.65624999999997,NA,NA,NA,NA,NA
APP3418,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Viola palustris,plant_height_cm,11.4,NA,NA,corrected invisible area,petiole missing,area_mass < expected
APP3418,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Viola palustris,wet_mass_g,0.1814,NA,NA,corrected invisible area,petiole missing,area_mass < expected
APP3418,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Viola palustris,dry_mass_g,0.0382,NA,NA,corrected invisible area,petiole missing,area_mass < expected
APP3418,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Viola palustris,leaf_area_cm2,12.88,NA,NA,corrected invisible area,petiole missing,area_mass < expected
APP3418,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Viola palustris,leaf_thickness_mm,0.178,NA,NA,corrected invisible area,petiole missing,area_mass < expected
APP3418,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Viola palustris,ldmc,0.2105843439911797,NA,NA,corrected invisible area,petiole missing,area_mass < expected
APP3418,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,4,Viola palustris,sla_cm2_g,337.17277486911,NA,NA,corrected invisible area,petiole missing,area_mass < expected
AJB8204,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Achillea millefolium,plant_height_cm,8.5,NA,NA,NA,NA,NA
AJB8204,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Achillea millefolium,wet_mass_g,0.0354,NA,NA,NA,NA,NA
AJB8204,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Achillea millefolium,dry_mass_g,0.0105,NA,NA,NA,NA,NA
AJB8204,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Achillea millefolium,leaf_area_cm2,2.248,NA,NA,NA,NA,NA
AJB8204,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Achillea millefolium,leaf_thickness_mm,0.092,NA,NA,NA,NA,NA
AJB8204,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Achillea millefolium,ldmc,0.2966101694915254,NA,NA,NA,NA,NA
AJB8204,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,1,Achillea millefolium,sla_cm2_g,214.0952380952381,NA,NA,NA,NA,NA
AJF6921,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Achillea millefolium,plant_height_cm,14.8,NA,NA,NA,NA,NA
AJF6921,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Achillea millefolium,wet_mass_g,0.1602,NA,NA,NA,NA,NA
AJF6921,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Achillea millefolium,dry_mass_g,0.0424,NA,NA,NA,NA,NA
AJF6921,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Achillea millefolium,leaf_area_cm2,5.075,NA,NA,NA,NA,NA
AJF6921,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Achillea millefolium,leaf_thickness_mm,0.28500000000000003,NA,NA,NA,NA,NA
AJF6921,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Achillea millefolium,ldmc,0.264669163545568,NA,NA,NA,NA,NA
AJF6921,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,3,Achillea millefolium,sla_cm2_g,119.6933962264151,NA,NA,NA,NA,NA
CBX5036,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Carex vaginata,plant_height_cm,14.3,NA,NA,NA,NA,NA
CBX5036,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Carex vaginata,wet_mass_g,0.1172,NA,NA,NA,NA,NA
CBX5036,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Carex vaginata,dry_mass_g,0.012166666666666666,NA,NA,NA,NA,NA
CBX5036,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Carex vaginata,leaf_area_cm2,4.463,NA,NA,NA,NA,NA
CBX5036,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Carex vaginata,leaf_thickness_mm,0.18166666666666667,NA,NA,NA,NA,NA
CBX5036,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Carex vaginata,ldmc,0.10381114903299203,NA,NA,NA,NA,NA
CBX5036,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Carex vaginata,sla_cm2_g,366.8219178082192,NA,NA,NA,NA,NA
APQ8072,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Potentilla erecta,plant_height_cm,15,NA,NA,NA,NA,NA
APQ8072,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Potentilla erecta,wet_mass_g,0.0173,NA,NA,NA,NA,NA
APQ8072,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Potentilla erecta,dry_mass_g,0.003,NA,NA,NA,NA,NA
APQ8072,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Potentilla erecta,leaf_area_cm2,1.117,NA,NA,NA,NA,NA
APQ8072,2022-07-24,gradient,Hogsete,700,3,NA,A,C,0,0,5,Potentilla erecta,leaf_thickness_mm,0.15166666666666667,NA,NA,NA,NA,NA
